N1,N2,D,C_real1,C_real2
0.0,2.0,0.0,658.3660367279712,983.8571422986852
0.0,2.0,0.0,654.601115210581,985.6785030197943
0.0,2.0,0.0,649.0700829887243,987.3214938196255
0.0,2.0,0.0,646.3304781482121,988.8503341425455
0.0,2.0,0.0,642.7811222413243,989.063578494424
0.0,2.0,0.0,639.7833065191629,990.427747481624
0.0,2.0,0.0,636.1959713524348,991.0077757061745
0.0,2.0,0.0,633.5095577040009,993.3894886284679
0.0,2.0,0.0,630.3954203925679,995.3850354915198
0.0,2.0,0.0,628.2658773736363,998.0420561147774
0.0,2.0,0.0,625.0679091396626,998.8577274759117
0.0,2.0,0.0,621.2773184238927,999.8882347863038
0.0,2.0,0.0,618.5105036666794,1001.8277145887198
0.0,2.0,0.0,614.8064874078952,1002.9497731092391
0.0,2.0,0.0,610.5881982229541,1005.1691023764208
0.0,2.0,0.0,607.0383087777361,1006.4490923878418
0.0,2.0,0.0,603.2137634943243,1007.0536805505724
0.0,2.0,0.0,599.4799647777003,1009.6524380600207
0.0,2.0,0.0,596.8475392204222,1010.3407966515979
0.0,2.0,0.0,592.9475973095538,1010.5749714936701
0.0,2.0,0.0,590.6225060396763,1013.0818543119028
0.0,2.0,0.0,586.3327020779997,1012.9681574788747
0.0,2.0,0.0,583.3623500201921,1013.1449411299566
0.0,2.0,0.0,578.9531624837521,1013.9666469800816
0.0,2.0,0.0,577.0203426110145,1013.1796009023171
0.0,2.0,0.0,574.5764334077821,1014.9461436380775
0.0,2.0,0.0,572.9385546039437,1015.3016404202781
0.0,2.0,0.0,572.6496676939037,1016.626786855678
0.0,2.0,0.0,569.2493004373646,1018.3612400156193
0.0,2.0,0.0,565.5884220740247,1019.9806417569066
0.0,2.0,0.0,561.8429957909989,1021.4710203117673
0.0,2.0,0.0,558.8322487145372,1023.2807834417332
0.0,2.0,0.0,557.1909068468922,1024.378315160906
0.0,2.0,0.0,554.8921428655594,1026.0991895031798
0.0,2.0,0.0,550.7658900166998,1027.1397847909038
0.0,2.0,0.0,548.9183107416616,1028.2943615376187
0.0,2.0,0.0,547.5112442786535,1032.5719249761034
0.0,2.0,0.0,545.4158433433079,1033.887360575002
0.0,2.0,0.0,543.3874626615692,1035.9512297628055
0.0,2.0,0.0,539.2163328035448,1038.1094162817792
0.0,2.0,0.0,536.4447802878576,1036.2750348515904
0.0,2.0,0.0,533.3204228364435,1036.5558901608597
0.0,2.0,0.0,531.5153649778745,1036.96115721101
0.0,2.0,0.0,530.359957672933,1037.3710574207075
0.0,2.0,0.0,528.3418677177,1035.6664690213595
0.0,2.0,0.0,526.9045910935092,1037.1412063625507
0.0,2.0,0.0,524.5808596342565,1035.7064937312884
0.0,2.0,0.0,521.3761523748067,1037.8439468379936
0.0,2.0,0.0,518.9498193117205,1037.6111872840781
0.0,2.0,0.0,516.3466395913388,1038.7273849307749
0.0,2.0,0.0,514.0141188252356,1038.2769198601545
0.0,2.0,0.0,510.7980685207402,1038.5944428180405
0.0,2.0,0.0,510.1375729612718,1038.8670654964053
0.0,2.0,0.0,509.3682577785844,1039.4589571719112
0.0,2.0,0.0,507.8761008771512,1040.0455156329638
0.0,2.0,0.0,506.2929329484924,1041.4705057474796
0.0,2.0,0.0,505.1869270338911,1041.2698023043722
0.0,2.0,0.0,503.73827925794944,1041.5742545522344
0.0,2.0,0.0,502.66767488452524,1042.1304195488906
0.0,2.0,1.0,501.5961839741913,1040.9671951366226
0.0,2.0,1.0,500.5057694794494,1042.6123621669412
0.0,2.0,1.0,497.7021996521753,1044.5198986162575
0.0,2.0,1.0,496.5884211461013,1044.589669865047
0.0,2.0,1.0,493.38990680460387,1045.9536217122952
0.0,2.0,1.0,491.07476503602265,1045.6978702429158
0.0,2.0,1.0,490.3100101377521,1044.9313600125295
0.0,2.0,1.0,488.02398872124996,1044.0506471534363
0.0,2.0,1.0,486.64787137263414,1044.922821200939
0.0,2.0,1.0,485.80698685932674,1045.6005541944633
0.0,2.0,1.0,484.23168117098083,1046.0010359420264
0.0,2.0,1.0,482.33434214026215,1048.2525187806934
0.0,2.0,1.0,481.35064598030385,1046.5171538156303
0.0,2.0,1.0,479.11759514492945,1048.3641826690864
0.0,2.0,1.0,476.6212685888823,1048.1441004794767
0.0,2.0,1.0,475.93272755847147,1047.268163006734
0.0,2.0,1.0,475.91747488580336,1049.1810904976244
0.0,2.0,1.0,474.011299950099,1050.5153434344566
0.0,2.0,1.0,472.06755784378765,1049.7020129692194
0.0,2.0,1.0,471.28999301012806,1050.1366506730617
0.0,2.0,1.0,469.682492379392,1051.1687404896365
0.0,2.0,1.0,467.2262219724486,1050.4873948167797
0.0,2.0,1.0,465.19828537117127,1051.430121445232
0.0,2.0,1.0,465.0828364787387,1052.266986885685
0.0,2.0,1.0,462.86971187549494,1052.5570317996703
0.0,2.0,1.0,462.4432884430633,1051.0927276121379
0.0,2.0,1.0,460.74381095728745,1051.913334096608
0.0,2.0,1.0,460.5954249053356,1052.3307519283985
0.0,2.0,1.0,460.2877427393714,1052.8107131731435
0.0,2.0,1.0,459.5925976126726,1052.8500433191073
0.0,2.0,1.0,457.8866021638553,1052.7524186042788
0.0,2.0,1.0,456.6748747683963,1055.219420451199
0.0,2.0,1.0,456.14484682685054,1055.320579557521
0.0,2.0,1.0,455.13061419813477,1055.3156482204822
0.0,2.0,1.0,454.0914065763518,1055.970600002301
0.0,2.0,1.0,453.3107785718187,1056.8819327835165
0.0,2.0,1.0,451.87629791519254,1057.3185812646539
0.0,2.0,1.0,452.03585387886983,1056.243999331285
0.0,2.0,1.0,451.4835068838461,1056.5869859749926
0.0,2.0,1.0,450.43701735683356,1056.1905098610187
0.0,2.0,1.0,447.8861273387913,1057.4358981264877
0.0,2.0,1.0,446.29586661915636,1056.2730341399274
0.0,2.0,1.0,446.32033980839276,1054.5356662217232
0.0,2.0,1.0,446.64962736912105,1055.0910288208886
0.0,2.0,1.0,446.6088167155273,1055.0398184108822
0.0,2.0,1.0,444.7531809912322,1053.2646150552212
0.0,2.0,1.0,445.5995464430566,1052.932853739125
0.0,2.0,1.0,444.45960542688675,1054.6602903583428
0.0,2.0,1.0,443.22232893981396,1054.5414062494888
0.0,2.0,1.0,442.39812747419,1054.5246935034693
0.0,4.0,1.0,440.7839263535331,1064.0853967382066
0.0,4.0,1.0,441.5199866515407,1074.8228787742137
0.0,4.0,1.0,437.98339182869506,1082.6786736640436
0.0,4.0,1.0,437.8117472527102,1092.2610697426812
0.0,4.0,1.0,436.9354895399448,1102.8544480650216
0.0,4.0,1.0,434.66378976705465,1113.4446314957247
0.0,4.0,1.0,434.3433019283544,1123.2234900063638
0.0,4.0,1.0,434.15041031722626,1133.1523903238883
0.0,4.0,1.0,433.45772256830475,1141.54294623918
0.0,4.0,1.0,433.80823658657556,1150.5240963089154
0.0,4.0,1.0,432.1184961350571,1160.5441774530957
0.0,4.0,1.0,432.9203257640956,1170.5046101023943
0.0,4.0,1.0,432.579976297242,1179.2238152633333
0.0,4.0,1.0,431.78439865521665,1186.4879643384907
0.0,4.0,1.0,431.4485750891668,1194.7916830171675
0.0,4.0,1.0,430.3904193570749,1204.623168270435
0.0,4.0,1.0,428.39607158177336,1211.6610527675125
0.0,4.0,1.0,427.37708579272993,1220.6990158730512
0.0,4.0,1.0,426.78917121437377,1227.9842601570786
0.0,4.0,1.0,425.5819618754523,1234.7198814359444
0.0,4.0,1.0,423.9745263684054,1243.133706634701
0.0,4.0,1.0,424.305714951296,1251.3948191088734
0.0,4.0,1.0,423.36147829617397,1261.0531047897489
0.0,4.0,1.0,422.1135131875317,1265.999725383096
0.0,4.0,1.0,421.5740892560248,1273.0624602546243
0.0,4.0,1.0,422.09196739410794,1278.8639438188318
0.0,4.0,1.0,422.43712030528314,1287.303159857555
0.0,4.0,1.0,421.33512533665976,1293.1669594603982
0.0,4.0,1.0,419.3994212608316,1299.9232128796828
0.0,4.0,1.0,420.0538960885946,1307.1032529644706
0.0,4.0,1.0,420.6754157484057,1314.824146176093
0.0,4.0,1.0,420.58214186067863,1321.9651410857061
0.0,4.0,1.0,419.41193081851554,1327.2546191408917
0.0,4.0,1.0,419.4524023063988,1332.4369938864093
0.0,4.0,1.0,419.82361794412117,1339.7341919161868
0.0,4.0,1.0,420.021790997594,1344.8087564300372
0.0,4.0,1.0,419.0654669739087,1351.9095128959905
0.0,4.0,1.0,418.074633554696,1357.6269031109075
0.0,4.0,1.0,417.6385744226595,1363.2215657541144
0.0,4.0,1.0,418.5649234952079,1368.1398908581543
0.0,4.0,1.0,416.97101428674085,1374.9745711499347
0.0,4.0,1.0,417.0352635815047,1380.9798813591558
0.0,4.0,1.0,416.8567510059223,1386.946411742167
0.0,4.0,1.0,417.96564627186183,1393.4115329199876
0.0,4.0,1.0,417.52025209166897,1398.0606630153245
0.0,4.0,1.0,417.750370586819,1403.1988705688898
0.0,4.0,1.0,418.148456157821,1407.3414039489112
0.0,4.0,1.0,415.6504497795562,1412.5823834649761
0.0,4.0,1.0,416.2966318475727,1417.936969724226
0.0,4.0,1.0,417.8117893123795,1423.4199799865053
0.0,4.0,1.0,417.25683991985176,1428.953545373672
0.0,4.0,1.0,417.014222238397,1434.6733575175958
0.0,4.0,1.0,417.09876260930946,1439.5050018769616
0.0,4.0,1.0,417.172245546391,1443.864691261359
0.0,4.0,1.0,415.52075840362284,1448.1617916211412
0.0,4.0,1.0,413.11866285992414,1452.8339036442587
0.0,4.0,1.0,414.01777335751416,1458.9885268477776
0.0,4.0,1.0,414.2860802374724,1462.2827053885735
0.0,4.0,1.0,412.58701210722523,1468.1914353014467
0.0,4.0,1.0,411.07749710290165,1472.9585267330367
0.0,4.0,1.0,408.7112532506476,1476.7064713598747
0.0,4.0,1.0,409.37060748493286,1480.7743105680383
0.0,4.0,1.0,409.29564830168863,1483.6308466349142
0.0,4.0,1.0,408.3569809288543,1488.2775789859988
0.0,4.0,1.0,408.77534821243995,1491.68483481308
0.0,4.0,1.0,408.9588357765203,1494.2745689691776
0.0,4.0,1.0,409.9552756793918,1499.0128932307491
0.0,4.0,1.0,409.1350015505586,1502.520814957609
0.0,4.0,1.0,410.15556241072494,1505.2318356210815
0.0,4.0,1.0,412.1473133815077,1510.0544794168095
0.0,4.0,1.0,411.7960184498379,1514.2726436267494
0.0,4.0,1.0,413.3915223204211,1516.204215854204
0.0,4.0,1.0,413.92015496443116,1519.2065211604427
0.0,4.0,1.0,413.60534482827575,1523.018201293442
0.0,4.0,1.0,413.0351287140158,1524.6622345832247
0.0,4.0,1.0,411.52860213051343,1527.6614030178055
0.0,4.0,1.0,412.0961877010497,1530.610992122229
0.0,4.0,1.0,411.8740009508396,1533.5091793388954
0.0,4.0,1.0,413.09736741302527,1536.9248314621232
0.0,4.0,1.0,412.2673786010961,1539.4697915875615
0.0,4.0,1.0,413.40077721766113,1541.6847223102748
0.0,4.0,1.0,412.91785807878665,1544.421558814685
0.0,4.0,1.0,411.7723297114925,1548.0444531120359
0.0,4.0,1.0,409.51989810581347,1552.161531209347
0.0,4.0,1.0,409.0562054348876,1553.508262461208
0.0,4.0,1.0,409.31707103996274,1554.379969715793
0.0,4.0,1.0,409.82917160573356,1557.723387879005
0.0,4.0,1.0,409.2206131075189,1559.8538521964892
0.0,4.0,1.0,410.14611202956496,1561.6702363673817
0.0,4.0,1.0,410.1315750886389,1564.4776469308645
0.0,4.0,1.0,411.65499591365267,1566.3919724001862
0.0,4.0,1.0,411.63032593608966,1569.9126265259397
0.0,4.0,1.0,409.01497274487923,1571.9791515877253
0.0,4.0,1.0,407.0864242447001,1572.4430938493217
0.0,4.0,1.0,409.0536336688125,1574.9511915821251
0.0,4.0,1.0,410.51790591954847,1576.968923878185
0.0,4.0,1.0,411.01723516494627,1578.7660781475788
0.0,4.0,1.0,410.42180007498064,1580.893173514943
0.0,4.0,1.0,410.51085248348346,1584.5959982125364
0.0,4.0,1.0,410.2737702047312,1587.0894889506324
0.0,4.0,1.0,409.980421852183,1589.3103331454731
0.0,4.0,1.0,408.63747181045466,1592.4441674210493
0.0,4.0,1.0,408.1054142658158,1594.4806577178442
0.0,4.0,1.0,407.8883200787579,1597.4294582053165
0.0,4.0,1.0,408.41061373225295,1599.362055421202
0.0,4.0,1.0,408.57855028954737,1601.5959688905755
