Temperature,Pressure,Humidity,CO2 (ppm),DUST TSP,DUST PM2.5,DUST PM10,door,window,occupancy
27.07,748.1586,20.04,497,55,47,55,1,0,0
27.08,748.1886,20.03,498,56,46,56,1,0,0
27.09,748.22614,20.01,498,55,47,55,1,0,0
27.11,748.24115,20.02,497,54,46,54,1,0,0
27.12,748.25616,19.99,499,51,47,51,1,0,0
27.14,748.3086,19.98,497,56,48,56,1,0,0
27.14,748.3311,19.98,496,54,48,54,1,0,0
27.16,748.3236,19.99,495,56,48,56,1,0,0
27.16,748.3386,19.97,495,53,46,53,1,0,0
27.18,748.36115,19.95,496,53,47,53,1,0,0
27.18,748.37616,19.96,495,58,49,58,1,0,0
27.19,748.35364,19.93,496,52,47,52,1,0,0
27.21,748.3386,19.93,497,54,47,54,1,0,0
27.22,748.36115,19.94,497,53,48,53,1,0,0
27.23,748.36865,19.92,494,56,49,56,1,0,0
27.23,748.41364,19.89,495,55,46,55,1,0,0
27.24,748.43616,19.86,496,57,48,57,1,0,0
27.25,748.43616,19.88,494,53,47,53,1,0,0
27.26,748.44366,19.87,494,56,47,56,1,0,0
27.26,748.4961,19.88,495,57,47,57,1,0,0
27.27,748.5036,19.87,495,56,48,56,1,0,0
27.28,748.4961,19.84,495,55,48,55,1,0,0
27.29,748.5187,19.84,494,55,48,55,1,0,0
27.29,748.54865,19.83,494,57,49,57,1,0,0
27.3,748.54865,19.83,493,55,49,55,1,0,0
27.3,748.5337,19.83,496,55,47,55,1,0,0
27.31,748.55615,19.81,495,56,48,56,1,0,0
27.31,748.5862,19.82,493,57,50,57,1,0,0
27.32,748.60864,19.81,494,57,49,57,1,0,0
27.33,748.60114,19.82,493,57,50,57,1,0,0
27.33,748.62366,19.79,493,56,49,56,1,0,0
27.33,748.6386,19.8,493,59,50,59,1,0,0
27.35,748.6386,19.79,494,57,51,57,1,0,0
27.35,748.6461,19.79,493,56,50,56,1,0,0
27.36,748.6536,19.77,493,58,49,58,1,0,0
27.36,748.66864,19.79,493,55,49,55,1,0,0
27.37,748.68365,19.77,493,56,49,56,1,0,0
27.37,748.66864,19.77,494,56,50,56,1,0,0
27.37,748.66113,19.77,492,58,50,58,1,0,0
27.37,748.66113,19.74,491,57,50,57,1,0,0
27.37,748.66864,19.77,492,55,48,55,1,0,0
27.37,748.66864,19.73,492,53,47,53,1,0,0
27.37,748.66113,19.74,492,54,49,54,1,0,0
27.37,748.66113,19.74,492,56,49,56,1,0,0
27.37,748.69116,19.75,489,55,48,55,1,0,0
27.36,748.7212,19.73,492,59,51,59,1,0,0
27.36,748.75867,19.77,490,59,50,59,1,0,0
27.36,748.7737,19.75,492,57,51,57,1,0,0
27.37,748.78864,19.74,491,56,50,56,1,0,0
27.37,748.78864,19.74,490,56,50,56,1,0,0
27.38,748.80365,19.72,490,58,51,58,1,0,0
27.37,748.81866,19.74,491,58,50,58,1,0,0
27.37,748.81866,19.74,490,58,51,58,1,0,0
27.38,748.8412,19.75,490,59,49,59,1,0,0
27.37,748.8487,19.73,491,58,49,58,1,0,0
27.37,748.8637,19.76,491,56,51,56,1,0,0
27.37,748.88617,19.73,491,58,51,58,1,0,0
27.37,748.9087,19.73,490,58,50,58,1,0,0
27.37,748.93115,19.74,490,58,51,58,1,0,0
27.36,748.94617,19.75,490,57,50,57,1,0,0
27.36,748.93866,19.75,490,56,49,56,1,0,0
27.36,748.92365,19.78,488,59,50,59,1,0,0
27.36,748.94617,19.77,488,58,49,58,1,0,0
27.37,748.94617,19.74,490,57,49,57,1,0,0
27.37,748.94617,19.76,489,57,50,57,1,0,0
27.38,748.9612,19.77,487,59,51,59,1,0,0
27.38,748.9537,19.75,488,59,52,59,1,0,0
27.39,748.9687,19.78,489,59,51,59,1,0,0
27.39,749.0062,19.75,489,55,49,55,1,0,0
27.39,749.0062,19.73,488,57,49,57,1,0,0
27.4,748.9987,19.73,489,56,50,56,1,0,0
27.4,748.9987,19.74,486,57,50,57,1,0,0
27.4,749.0362,19.75,488,58,51,58,1,0,0
27.4,749.0512,19.75,487,58,51,58,1,0,0
27.4,749.1037,19.74,486,59,51,59,1,0,0
27.4,749.14874,19.76,487,58,51,58,1,0,0
27.4,749.1562,19.76,488,58,51,58,1,0,0
27.4,749.14874,19.75,486,58,51,58,1,0,0
27.4,749.1787,19.72,487,58,51,58,1,0,0
27.4,749.14874,19.74,486,58,52,58,1,0,0
27.41,749.0512,19.71,486,60,51,60,1,0,0
27.41,748.9987,19.72,486,61,52,61,1,0,0
27.42,748.9537,19.71,487,61,53,61,1,0,0
27.42,748.9012,19.74,486,58,51,58,1,0,0
27.42,748.81866,19.69,485,59,52,59,1,0,0
27.42,748.7137,19.72,485,60,51,60,1,0,0
27.42,748.6536,19.71,486,60,53,60,1,0,0
27.43,748.5936,19.68,486,63,53,63,1,0,0
27.42,748.5936,19.72,486,59,52,59,1,0,0
27.43,748.6386,19.71,485,57,52,57,1,0,0
27.42,748.69116,19.7,484,60,52,60,1,0,0
27.42,748.67615,19.72,484,55,50,55,1,0,0
27.41,748.62366,19.72,483,57,52,57,1,0,0
27.41,748.62366,19.71,484,60,52,60,1,0,0
27.4,748.66864,19.73,484,61,52,61,1,0,0
27.41,748.7662,19.71,484,63,53,63,1,0,0
27.41,748.87866,19.7,484,60,52,60,1,0,0
27.41,748.93115,19.69,484,60,52,60,1,0,0
27.42,748.93866,19.67,484,64,54,64,1,0,0
27.42,748.9012,19.71,485,59,53,59,1,0,0
27.42,748.9012,19.71,485,57,52,57,1,0,0
27.42,748.87866,19.7,485,58,52,58,1,0,0
27.42,748.8337,19.68,484,61,54,61,1,0,0
27.42,748.8262,19.73,484,61,53,61,1,0,0
27.42,748.81866,19.71,484,60,52,60,1,0,0
27.42,748.8262,19.72,483,60,51,60,1,0,0
27.43,748.80365,19.71,484,60,53,60,1,0,0
27.43,748.79614,19.71,482,58,51,58,1,0,0
27.44,748.8562,19.72,482,62,53,62,1,0,0
27.44,748.8562,19.72,483,56,51,56,1,0,0
27.45,748.81116,19.68,482,62,54,62,1,0,0
27.45,748.7811,19.72,481,56,50,56,1,0,0
27.45,748.7662,19.66,482,59,53,59,1,0,0
27.46,748.73615,19.69,481,58,51,58,1,0,0
27.47,748.66864,19.66,481,59,52,59,1,0,0
27.46,748.60864,19.68,480,61,52,61,1,0,0
27.47,748.60864,19.67,481,62,53,62,1,0,0
27.47,748.5936,19.65,480,62,53,62,1,0,0
27.48,748.60864,19.63,481,60,52,60,1,0,0
27.49,748.61615,19.64,480,59,51,59,1,0,0
27.5,748.5936,19.64,479,60,52,60,1,0,0
27.5,748.5862,19.64,479,59,52,59,1,0,0
27.51,748.6536,19.66,481,60,52,60,1,0,0
27.51,748.69116,19.63,480,60,54,60,1,0,0
27.51,748.6536,19.62,480,61,53,61,1,0,0
27.51,748.60864,19.61,478,62,53,62,1,0,0
27.52,748.56366,19.6,478,60,52,60,1,0,0
27.52,748.57117,19.62,479,62,54,62,1,0,0
27.52,748.5187,19.57,476,60,51,60,1,0,0
27.53,748.48114,19.61,478,59,52,59,1,0,0
27.53,748.47363,19.6,479,60,53,60,1,0,0
27.53,748.48865,19.56,477,61,53,61,1,0,0
27.52,748.51117,19.61,478,62,53,62,1,0,0
27.53,748.5187,19.58,477,61,53,61,1,0,0
27.52,748.5187,19.58,476,56,52,56,1,0,0
27.52,748.54114,19.61,477,62,53,62,1,0,0
27.52,748.5262,19.59,477,59,53,59,1,0,0
27.53,748.5262,19.59,476,60,52,60,1,0,0
27.54,748.54865,19.57,475,57,51,57,1,0,0
27.54,748.55615,19.56,477,64,54,64,1,0,0
27.54,748.56366,19.55,475,62,52,62,1,0,0
27.54,748.5187,19.59,476,62,53,62,1,0,0
27.54,748.51117,19.56,476,61,52,61,1,0,0
27.55,748.4961,19.54,476,62,54,62,1,0,0
27.55,748.47363,19.56,476,61,53,61,1,0,0
27.56,748.44366,19.58,474,60,52,60,1,0,0
27.57,748.4586,19.55,473,59,50,59,1,0,0
27.57,748.4661,19.57,475,62,53,62,1,0,0
27.58,748.47363,19.51,476,58,52,58,1,0,0
27.57,748.48865,19.54,473,59,52,59,1,0,0
27.58,748.48114,19.52,472,62,54,62,1,0,0
27.57,748.48865,19.51,472,61,53,61,1,0,0
27.58,748.48114,19.52,472,62,52,62,1,0,0
27.58,748.4661,19.5,471,61,52,61,1,0,0
27.59,748.4586,19.52,471,60,52,60,1,0,0
27.58,748.44366,19.5,470,61,53,61,1,0,0
27.58,748.42865,19.53,471,63,54,63,1,0,0
27.58,748.4586,19.5,473,58,52,58,1,0,0
27.57,748.44366,19.49,471,60,52,60,1,0,0
27.57,748.48114,19.51,470,63,56,63,1,0,0
27.56,748.4661,19.51,470,61,53,61,1,0,0
27.56,748.4511,19.53,470,62,54,62,1,0,0
27.56,748.4661,19.53,468,61,54,61,1,0,0
27.55,748.4586,19.52,469,61,53,61,1,0,0
27.55,748.44366,19.49,468,62,54,62,1,0,0
27.56,748.4661,19.51,468,63,53,63,1,0,0
27.56,748.44366,19.48,467,60,53,60,1,0,0
27.58,748.42865,19.45,468,63,53,63,1,0,0
27.58,748.4661,19.45,468,61,54,61,1,0,0
27.58,748.48114,19.48,469,62,53,62,1,0,0
27.58,748.5036,19.43,469,62,54,62,1,0,0
27.58,748.48114,19.46,467,62,53,62,1,0,0
27.58,748.48865,19.46,466,62,54,62,1,0,0
27.58,748.48114,19.47,467,60,53,60,1,0,0
27.57,748.42865,19.46,467,59,52,59,1,0,0
27.58,748.41364,19.45,467,60,53,60,1,0,0
27.57,748.42114,19.44,465,61,54,61,1,0,0
27.57,748.43616,19.43,465,65,55,65,1,0,0
27.58,748.38367,19.43,466,61,53,61,1,0,0
27.57,748.4061,19.46,467,61,52,61,1,0,0
27.57,748.42865,19.38,466,63,53,63,1,0,0
27.57,748.4586,19.42,466,61,54,61,1,0,0
27.57,748.4961,19.43,466,60,53,60,1,0,0
27.57,748.4961,19.43,465,61,53,61,1,0,0
27.56,748.4661,19.44,465,60,52,60,1,0,0
27.56,748.47363,19.45,465,60,53,60,1,0,0
27.56,748.4586,19.39,465,61,51,61,1,0,0
27.56,748.4661,19.42,466,64,54,64,1,0,0
27.56,748.4661,19.43,465,62,53,62,1,0,0
27.56,748.48865,19.42,465,58,52,58,1,0,0
27.56,748.5036,19.43,464,58,51,58,1,0,0
27.56,748.4961,19.44,463,61,53,61,1,0,0
27.57,748.51117,19.41,463,62,54,62,1,0,0
27.57,748.5262,19.41,463,56,51,56,1,0,0
27.56,748.54865,19.4,464,58,51,58,1,0,0
27.56,748.5862,19.43,463,60,52,60,1,0,0
27.56,748.56366,19.41,464,60,50,60,1,0,0
27.56,748.54865,19.44,463,60,51,60,1,0,0
27.55,748.5936,19.41,462,58,51,58,1,0,0
27.56,748.66113,19.4,464,59,51,59,1,0,0
27.55,748.6386,19.42,464,59,51,59,1,0,0
27.56,748.63116,19.39,462,58,51,58,1,0,0
27.56,748.6386,19.42,461,55,50,55,1,0,0
27.55,748.62366,19.41,462,58,50,58,1,0,0
27.55,748.66113,19.41,461,59,50,59,1,0,0
27.54,748.67615,19.4,461,57,51,57,1,0,0
27.54,748.66864,19.43,461,60,50,60,1,0,0
27.54,748.6461,19.43,462,56,50,56,1,0,0
27.54,748.66113,19.42,460,59,50,59,1,0,0
27.54,748.67615,19.4,460,59,51,59,1,0,0
27.54,748.68365,19.41,462,59,50,59,1,0,0
27.54,748.69116,19.42,461,58,51,58,1,0,0
27.54,748.75116,19.39,461,56,50,56,1,0,0
27.53,748.73615,19.44,462,56,49,56,1,0,0
27.53,748.75116,19.43,462,56,50,56,1,0,0
27.52,748.81116,19.43,461,57,50,57,1,0,0
27.51,748.8562,19.45,461,56,49,56,1,0,0
27.52,748.8937,19.46,459,57,49,57,1,0,0
27.51,748.93115,19.45,460,57,50,57,1,0,0
27.52,748.9837,19.45,459,56,49,56,1,0,0
27.51,748.93866,19.45,458,56,48,56,1,0,0
27.52,748.92365,19.44,459,56,49,56,1,0,0
27.51,748.93866,19.47,458,56,50,56,1,0,0
27.51,748.9762,19.45,459,55,49,55,1,0,0
27.51,749.0362,19.45,459,55,49,55,1,0,0
27.5,749.0437,19.45,459,57,49,57,1,0,0
27.5,749.1787,19.44,459,58,50,58,1,0,0
27.5,749.2162,19.41,457,57,50,57,1,0,0
27.5,749.1712,19.41,458,56,48,56,1,0,0
27.5,749.2012,19.4,457,56,49,56,1,0,0
27.5,749.2312,19.42,459,58,50,58,1,0,0
27.5,749.2162,19.43,458,56,49,56,1,0,0
27.5,749.2162,19.42,457,53,47,53,1,0,0
27.5,749.14124,19.41,456,55,49,55,1,0,0
27.5,749.0812,19.44,458,56,49,56,1,0,0
27.49,749.1562,19.39,458,53,49,53,1,0,0
27.49,749.1187,19.42,458,56,48,56,1,0,0
27.49,749.1637,19.39,458,56,48,56,1,0,0
27.49,749.2387,19.38,456,55,49,55,1,0,0
27.48,749.2162,19.39,456,57,50,57,1,0,0
27.48,749.2537,19.38,456,57,49,57,1,0,0
27.47,749.28375,19.41,457,56,49,56,1,0,0
27.47,749.3737,19.41,456,55,47,55,1,0,0
27.47,749.41125,19.43,457,54,47,54,1,0,0
27.46,749.3587,19.42,457,53,48,53,1,0,0
27.46,749.41125,19.43,457,55,48,55,1,0,0
27.45,749.4487,19.44,457,54,48,54,1,0,0
27.44,749.46375,19.43,456,53,48,53,1,0,0
27.44,749.4862,19.41,456,57,49,57,1,0,0
27.43,749.47125,19.39,455,57,49,57,1,0,0
27.43,749.46375,19.36,456,57,49,57,1,0,0
27.42,749.4862,19.4,455,54,48,54,1,0,0
27.41,749.5387,19.38,456,55,48,55,1,0,0
27.41,749.5387,19.43,455,56,49,56,1,0,0
27.41,749.60626,19.44,455,57,48,57,1,0,0
27.41,749.6737,19.41,455,57,48,57,1,0,0
27.41,749.6887,19.43,454,55,48,55,1,0,0
27.41,749.7413,19.43,453,57,49,57,1,0,0
27.41,749.6737,19.37,452,57,49,57,1,0,0
27.4,749.6737,19.37,454,54,49,54,1,0,0
27.4,749.7413,19.38,455,58,50,58,1,0,0
27.4,749.73376,19.4,453,55,48,55,1,0,0
27.4,749.6887,19.4,452,55,48,55,1,0,0
27.39,749.6812,19.38,451,55,48,55,1,0,0
27.38,749.72626,19.34,451,55,50,55,1,0,0
27.37,749.7413,19.38,453,58,49,58,1,0,0
27.37,749.79376,19.4,453,55,49,55,1,0,0
27.37,749.83124,19.39,453,56,49,56,1,0,0
27.36,749.8162,19.42,451,55,49,55,1,0,0
27.36,749.90625,19.41,452,52,47,52,1,0,0
27.35,749.86127,19.43,453,54,48,54,1,0,0
27.34,749.8988,19.38,453,57,49,57,1,0,0
27.34,749.9363,19.39,453,55,49,55,1,0,0
27.34,749.9438,19.36,452,55,48,55,1,0,0
27.33,749.98126,19.36,452,58,51,58,1,0,0
27.33,749.97375,19.34,451,60,51,60,1,0,0
27.33,749.9963,19.32,450,54,49,54,1,0,0
27.33,749.96625,19.31,452,56,49,56,1,0,0
27.33,749.9438,19.25,451,58,50,58,1,0,0
27.32,749.9888,19.26,450,57,48,57,1,0,0
27.32,750.0188,19.25,448,57,50,57,1,0,0
27.31,750.04126,19.25,449,57,48,57,1,0,0
27.31,750.04126,19.25,449,54,49,54,1,0,0
27.31,750.09375,19.23,448,57,50,57,1,0,0
27.3,750.1313,19.22,449,59,51,59,1,0,0
27.29,750.1988,19.23,447,58,50,58,1,0,0
27.29,750.2213,19.2,447,57,48,57,1,0,0
27.29,750.2738,19.17,447,56,50,56,1,0,0
27.28,750.31134,19.18,446,59,50,59,1,0,0
27.28,750.31885,19.15,446,57,49,57,1,0,0
27.27,750.31885,19.17,445,58,49,58,1,0,0
27.27,750.3788,19.14,447,56,49,56,1,0,0
27.27,750.4088,19.16,446,55,49,55,1,0,0
27.26,750.4088,19.14,446,56,49,56,1,0,0
27.25,750.4313,19.13,444,56,49,56,1,0,0
27.25,750.4388,19.13,444,58,50,58,1,0,0
27.24,750.4388,19.17,446,56,48,56,1,0,0
27.23,750.4388,19.14,445,57,50,57,1,0,0
27.23,750.4388,19.15,446,56,49,56,1,0,0
27.22,750.4088,19.18,447,56,49,56,1,0,0
27.21,750.41626,19.19,445,56,49,56,1,0,0
27.2,750.4613,19.2,446,54,48,54,1,0,0
27.2,750.50635,19.22,447,53,48,53,1,0,0
27.19,750.55133,19.2,444,56,48,56,1,0,0
27.18,750.5588,19.21,447,58,49,58,1,0,0
27.18,750.5888,19.22,446,57,49,57,1,0,0
27.18,750.5663,19.22,446,56,48,56,1,0,0
27.17,750.5813,19.2,446,53,48,53,1,0,0
27.17,750.5588,19.21,446,55,47,55,1,0,0
27.17,750.5213,19.17,446,58,49,58,1,0,0
27.16,750.5438,19.19,444,56,49,56,1,0,0
27.16,750.5588,19.22,445,55,48,55,1,0,0
27.15,750.5738,19.2,446,57,48,57,1,0,0
27.15,750.63385,19.21,446,55,48,55,1,0,0
27.14,750.6638,19.22,446,56,49,56,1,0,0
27.15,750.64886,19.2,445,56,48,56,1,0,0
27.14,750.64886,19.21,445,55,48,55,1,0,0
27.14,750.6563,19.24,444,50,47,50,1,0,0
27.13,750.6638,19.16,444,53,47,53,1,0,0
27.12,750.68634,19.21,443,55,47,55,1,0,0
27.11,750.6563,19.21,445,58,50,58,1,0,0
27.11,750.63385,19.19,443,54,47,54,1,0,0
27.11,750.5663,19.2,444,57,48,57,1,0,0
27.1,750.5438,19.21,444,53,48,53,1,0,0
27.1,750.5663,19.2,444,55,46,55,1,0,0
27.1,750.5963,19.2,443,52,46,52,1,0,0
27.09,750.6113,19.22,444,52,46,52,1,0,0
27.08,750.64886,19.17,443,53,45,53,1,0,0
27.07,750.68634,19.19,444,54,47,54,1,0,0
27.06,750.7313,19.22,443,52,47,52,1,0,0
27.06,750.73883,19.2,443,53,47,53,1,0,0
27.05,750.7238,19.21,443,52,46,52,1,0,0
27.04,750.74634,19.18,443,55,47,55,1,0,0
27.04,750.7839,19.23,442,53,47,53,1,0,0
27.04,750.82135,19.17,442,53,45,53,1,0,0
27.04,750.81384,19.2,442,53,46,53,1,0,0
27.04,750.82135,19.22,443,52,45,52,1,0,0
27.03,750.81384,19.2,443,52,46,52,1,0,0
27.03,750.7988,19.19,444,54,46,54,1,0,0
27.03,750.80634,19.22,443,56,46,56,1,0,0
27.02,750.80634,19.24,441,55,47,55,1,0,0
27.02,750.82135,19.19,443,50,44,50,1,0,0
27.02,750.83636,19.21,443,54,46,54,1,0,0
27.01,750.8588,19.18,442,48,44,48,1,0,0
27.01,750.82135,19.15,442,52,45,52,1,0,0
27,750.7988,19.19,442,50,45,50,1,0,0
27,750.82135,19.24,443,54,46,54,1,0,0
27,750.7988,19.19,444,52,45,52,1,0,0
26.99,750.80634,19.19,443,51,45,51,1,0,0
26.99,750.7988,19.17,443,53,45,53,1,0,0
26.99,750.76135,19.17,443,49,45,49,1,0,0
26.98,750.77637,19.2,442,49,43,49,1,0,0
26.97,750.81384,19.2,442,52,45,52,1,0,0
26.97,750.83636,19.18,442,52,44,52,1,0,0
26.97,750.77637,19.2,443,51,44,51,1,0,0
26.96,750.75385,19.2,443,52,44,52,1,0,0
26.96,750.7238,19.15,443,51,45,51,1,0,0
26.96,750.7163,19.2,442,52,44,52,1,0,0
26.96,750.76886,19.2,442,50,44,50,1,0,0
26.96,750.82135,19.17,443,53,45,53,1,0,0
26.95,750.9114,19.15,444,52,44,52,1,0,0
26.95,750.89636,19.22,444,54,45,54,1,0,0
26.95,750.88885,19.18,442,52,44,52,1,0,0
26.95,750.88135,19.22,442,51,44,51,1,0,0
26.95,750.89636,19.2,443,53,43,53,1,0,0
26.96,750.9114,19.2,443,51,43,51,1,0,0
26.96,750.95636,19.16,443,52,45,52,1,0,0
26.96,751.00885,19.19,443,51,45,51,1,0,0
26.95,751.0464,19.16,442,51,44,51,1,0,0
26.95,751.0689,19.15,442,49,43,49,1,0,0
26.94,751.15137,19.18,441,49,43,49,1,0,0
26.94,751.2039,19.17,443,50,42,50,1,0,0
26.94,751.2189,19.18,444,52,45,52,1,0,0
26.94,751.2564,19.21,443,50,44,50,1,0,0
26.93,751.2864,19.17,443,49,43,49,1,0,0
26.93,751.32385,19.2,442,50,43,50,1,0,0
26.93,751.3614,19.24,444,50,43,50,1,0,0
26.93,751.4064,19.25,444,46,43,46,1,0,0
26.92,751.4289,19.23,440,52,45,52,1,0,0
26.91,751.3914,19.25,445,51,44,51,1,0,0
26.91,751.3914,19.26,444,51,44,51,1,0,0
26.9,751.3839,19.26,443,49,43,49,1,0,0
26.9,751.3689,19.23,443,51,43,51,1,0,0
26.9,751.3689,19.28,444,52,44,52,1,0,0
26.89,751.3539,19.24,443,49,43,49,1,0,0
26.89,751.3539,19.28,443,49,44,49,1,0,0
26.89,751.33887,19.28,443,51,42,51,1,0,0
26.89,751.33136,19.27,444,51,43,51,1,0,0
26.89,751.3014,19.3,445,47,43,47,1,0,0
26.88,751.27136,19.29,445,51,45,51,1,0,0
26.88,751.27136,19.28,444,49,43,49,1,0,0
26.88,751.26385,19.32,445,51,45,51,1,0,0
26.88,751.2939,19.28,446,51,44,51,1,0,0
26.87,751.31635,19.32,445,52,45,52,1,0,0
26.87,751.3464,19.34,445,50,45,50,1,0,0
26.87,751.3764,19.3,444,51,44,51,1,0,0
26.87,751.4139,19.34,444,52,44,52,1,0,0
26.86,751.4364,19.36,445,50,43,50,1,0,0
26.87,751.4289,19.37,444,50,45,50,1,0,0
26.87,751.4214,19.35,445,50,45,50,1,0,0
26.86,751.3914,19.37,445,51,44,51,1,0,0
26.86,751.3764,19.35,445,48,42,48,1,0,0
26.86,751.3539,19.38,445,51,44,51,1,0,0
26.86,751.3464,19.4,447,53,44,53,1,0,0
26.86,751.3464,19.39,446,52,45,52,1,0,0
26.86,751.3464,19.39,446,50,45,50,1,0,0
26.86,751.3464,19.39,446,49,44,49,1,0,0
26.86,751.3464,19.43,445,51,43,51,1,0,0
26.86,751.3689,19.4,446,49,45,49,1,0,0
26.85,751.3914,19.43,446,51,44,51,1,0,0
26.85,751.3989,19.45,448,51,44,51,1,0,0
26.85,751.4139,19.44,446,51,45,51,1,0,0
26.85,751.3989,19.43,447,52,44,52,1,0,0
26.85,751.4064,19.46,447,52,45,52,1,0,0
26.85,751.3989,19.44,446,52,45,52,1,0,0
26.85,751.4214,19.45,446,54,44,54,1,0,0
26.85,751.45886,19.47,445,52,45,52,1,0,0
26.86,751.4814,19.43,447,51,45,51,1,0,0
26.86,751.5264,19.48,447,51,44,51,1,0,0
26.86,751.5864,19.48,446,50,44,50,1,0,0
26.85,751.6014,19.47,445,51,45,51,1,0,0
26.85,751.5639,19.52,445,51,44,51,1,0,0
26.84,751.5564,19.56,447,53,45,53,1,0,0
26.85,751.5864,19.52,445,53,45,53,1,0,0
26.85,751.6164,19.55,445,51,44,51,1,0,0
26.85,751.6389,19.49,447,52,45,52,1,0,0
26.86,751.65393,19.52,446,52,46,52,1,0,0
26.86,751.6314,19.51,447,55,46,55,1,0,0
26.85,751.6314,19.55,448,52,44,52,1,0,0
26.86,751.65393,19.57,450,48,42,48,1,0,0
26.85,751.6989,19.59,449,52,45,52,1,0,0
26.85,751.7439,19.59,451,52,46,52,1,0,0
26.85,751.78143,19.54,452,51,43,51,1,0,0
26.85,751.80396,19.6,452,51,44,51,1,0,0
26.85,751.84894,19.59,453,48,43,48,1,0,0
26.84,751.85645,19.62,454,51,45,51,1,0,0
26.84,751.85645,19.58,455,53,45,53,1,0,0
26.83,751.85645,19.61,456,51,44,51,1,0,0
26.84,751.84894,19.6,456,53,45,53,1,0,0
26.84,751.84894,19.62,457,52,47,52,1,0,0
26.84,751.80396,19.65,459,50,45,50,1,0,0
26.83,751.80396,19.63,458,53,46,53,1,0,0
26.83,751.8339,19.63,458,53,47,53,1,0,0
26.83,751.85645,19.64,459,51,45,51,1,0,0
26.83,751.85645,19.61,460,51,45,51,1,0,0
26.82,751.86395,19.59,460,53,45,53,1,0,0
26.82,751.8714,19.67,461,54,45,54,1,0,0
26.83,751.8939,19.66,462,53,45,53,1,0,0
26.82,751.9014,19.71,462,51,46,51,1,0,0
26.83,751.90894,19.64,461,53,44,53,1,0,0
26.83,751.93146,19.71,463,50,44,50,1,0,0
26.83,751.9465,19.68,465,53,45,53,1,0,0
26.83,751.954,19.7,466,51,44,51,1,0,0
26.84,751.9465,19.7,467,50,44,50,1,0,0
26.83,751.93146,19.7,466,51,44,51,1,0,0
26.83,751.90894,19.73,467,51,44,51,1,0,0
26.83,751.91644,19.71,468,48,44,48,1,0,0
26.83,751.93146,19.71,468,55,46,55,1,0,0
26.83,751.9465,19.69,468,54,46,54,1,0,0
26.84,751.9615,19.7,468,52,45,52,1,0,0
26.83,751.97644,19.72,469,49,44,49,1,0,0
26.83,751.98395,19.69,470,52,45,52,1,0,0
26.83,751.98395,19.73,469,47,42,47,1,0,0
26.83,751.96893,19.73,470,53,45,53,1,0,0
26.82,751.96893,19.73,472,50,45,50,1,0,0
26.82,751.96893,19.73,471,49,43,49,1,0,0
26.81,751.97644,19.76,473,52,46,52,1,0,0
26.81,751.98395,19.74,473,53,45,53,1,0,0
26.81,751.97644,19.75,474,51,45,51,1,0,0
26.81,751.96893,19.78,475,50,45,50,1,0,0
26.81,751.99896,19.77,475,50,44,50,1,0,0
26.8,752.03644,19.79,474,51,44,51,1,0,0
26.8,752.0664,19.74,475,49,45,49,1,0,0
26.8,752.0664,19.78,476,53,45,53,1,0,0
26.8,752.0589,19.83,476,51,44,51,1,0,0
26.8,752.0739,19.79,476,49,44,49,1,0,0
26.8,752.0965,19.85,477,52,46,52,1,0,0
26.79,752.11145,19.8,478,50,45,50,1,0,0
26.79,752.11896,19.84,479,52,45,52,1,0,0
26.79,752.11896,19.73,479,53,45,53,1,0,0
26.79,752.11145,19.82,480,53,45,53,1,0,0
26.8,752.10394,19.79,480,53,45,53,1,0,0
26.8,752.12646,19.79,481,51,46,51,1,0,0
26.8,752.12646,19.82,484,51,47,51,1,0,0
26.8,752.11145,19.82,484,50,44,50,1,0,0
26.8,752.11896,19.83,484,51,45,51,1,0,0
26.8,752.149,19.82,488,47,43,47,1,0,0
26.79,752.16394,19.87,488,52,46,52,1,0,0
26.79,752.16394,19.82,489,54,45,54,1,0,0
26.79,752.149,19.87,491,51,45,51,1,0,0
26.79,752.1415,19.87,492,49,44,49,1,0,0
26.79,752.149,19.86,494,48,43,48,1,0,0
26.79,752.16394,19.88,496,50,44,50,1,0,0
26.78,752.16394,19.94,498,51,44,51,1,0,0
26.78,752.17145,19.89,497,50,44,50,1,0,0
26.77,752.17896,19.84,499,51,44,51,1,0,0
26.78,752.2014,19.9,499,50,43,50,1,0,0
26.79,752.21643,19.89,498,51,45,51,1,0,0
26.78,752.25397,19.94,499,50,44,50,1,0,0
26.79,752.284,19.88,499,49,43,49,1,0,0
26.78,752.2765,19.91,499,50,45,50,1,0,0
26.78,752.2615,19.9,499,51,44,51,1,0,0
26.78,752.2615,19.93,500,53,44,53,1,0,0
26.78,752.30646,19.9,500,48,43,48,1,0,0
26.78,752.34393,19.91,503,49,43,49,1,0,0
26.77,752.35144,19.96,502,52,44,52,1,0,0
26.78,752.3965,19.91,505,47,42,47,1,0,0
26.78,752.419,19.92,504,51,42,51,1,0,0
26.77,752.4115,19.92,502,48,43,48,1,0,0
26.77,752.4265,19.94,503,50,43,50,1,0,0
26.76,752.43396,19.93,504,49,42,49,1,0,0
26.76,752.4265,19.9,503,49,43,49,1,0,0
26.75,752.43396,19.91,503,48,43,48,1,0,0
26.76,752.449,19.96,502,50,43,50,1,0,0
26.75,752.4565,19.96,504,46,42,46,1,0,0
26.74,752.464,19.92,504,50,42,50,1,0,0
