Temperature,Pressure,Humidity,CO2 (ppm),DUST TSP,DUST PM2.5,DUST PM10,door,window,occupancy
22.83,759.28204,19.05,739,8,7,8,1,0,0
22.82,759.2596,18.97,728,7,6,7,1,0,0
22.81,759.22955,18.97,730,9,7,9,1,0,0
22.8,759.21454,18.92,726,7,7,7,1,0,0
22.79,759.22955,18.8,715,7,7,7,1,0,0
22.79,759.28955,18.8,713,8,8,8,1,0,0
22.77,759.3946,18.86,719,9,8,9,1,0,0
22.78,759.28204,19.04,739,8,7,8,1,0,0
22.79,759.29706,18.98,732,9,7,9,1,0,0
22.79,759.28204,19.04,729,8,7,8,1,0,0
22.78,759.2671,18.91,717,9,7,9,1,0,0
22.78,759.24457,18.92,722,10,8,10,1,0,0
22.77,759.2596,18.84,714,8,7,8,1,0,0
22.76,759.2596,18.82,712,7,7,7,1,0,0
22.74,759.2596,18.78,710,8,7,8,1,0,0
22.73,759.2671,18.8,704,10,8,10,1,0,0
22.72,759.2746,18.88,713,9,8,9,1,0,0
22.71,759.23706,18.83,706,9,8,9,1,0,0
22.71,759.22955,18.79,702,8,7,8,1,0,0
22.7,759.22205,18.77,707,8,7,8,1,0,0
22.7,759.192,18.77,707,8,7,8,1,0,0
22.69,759.22955,18.7,703,7,7,7,1,0,0
22.69,759.22955,18.72,702,9,8,9,1,0,0
22.68,759.21454,18.81,709,9,7,9,1,0,0
22.67,759.22205,18.75,708,8,7,8,1,0,0
22.67,759.3121,18.89,717,8,7,8,1,0,0
22.67,759.29706,18.9,716,7,6,7,1,0,0
22.69,759.28955,19.09,737,8,7,8,1,0,0
22.72,759.28204,19.42,776,8,7,8,1,0,0
22.75,759.24457,19.69,809,8,7,8,1,0,0
22.78,759.22955,19.83,826,8,7,8,1,0,0
22.82,759.2596,19.86,826,9,8,9,1,0,0
22.86,759.2596,19.92,832,9,8,9,1,0,0
22.9,759.2596,19.89,839,8,7,8,1,0,0
22.94,759.2521,19.95,849,8,8,8,1,0,0
22.98,759.2746,19.97,861,10,8,10,1,0,0
23.01,759.28204,19.96,863,9,9,9,1,0,0
23.05,759.2746,19.98,874,10,9,10,1,0,0
23.08,759.24457,19.9,874,12,9,12,1,0,0
23.11,759.1845,19.81,876,10,9,10,1,0,0
23.13,759.1321,19.65,855,9,8,9,1,0,0
23.15,759.15454,19.46,845,9,8,9,1,0,0
23.15,759.16205,19.37,841,10,8,10,1,0,0
23.16,759.1995,19.28,830,11,9,11,1,0,0
23.16,759.1845,19.27,829,9,7,9,1,0,0
23.15,759.15454,19.17,827,10,9,10,1,0,0
23.14,759.16205,19.15,821,11,9,11,1,0,0
23.14,759.14703,19.13,815,8,8,8,1,0,0
23.13,759.1246,19.13,808,10,9,10,1,0,0
23.11,759.1246,19.08,803,10,9,10,1,0,0
23.1,759.11707,19.11,809,9,8,9,1,0,0
23.1,759.11707,19.13,807,10,8,10,1,0,0
23.09,759.10956,19.01,790,10,9,10,1,0,0
23.08,759.09454,18.92,779,10,8,10,1,0,1
23.08,759.10205,19.14,822,8,8,8,1,0,1
23.08,759.1246,19.31,831,10,8,10,1,0,1
23.09,759.10956,19.39,853,10,7,10,0,0,1
23.11,759.09454,19.44,865,10,8,10,0,0,1
23.13,759.10956,19.53,864,10,8,10,0,0,1
23.15,759.11707,19.52,871,8,7,8,0,0,1
23.17,759.10956,19.47,875,9,8,9,0,0,1
23.19,759.11707,19.43,870,9,8,9,0,0,1
23.21,759.1246,19.41,866,8,7,8,0,0,1
23.23,759.1321,19.43,875,9,7,9,0,0,1
23.25,759.10956,19.42,872,9,7,9,0,0,1
23.28,759.1321,19.41,865,9,7,9,0,0,1
23.3,759.1321,19.4,870,9,7,9,0,0,1
23.32,759.22955,19.39,870,9,8,9,0,0,1
23.34,759.2521,19.41,869,10,8,10,0,0,1
23.36,759.2671,19.54,892,10,8,10,0,0,1
23.39,759.28955,19.54,903,9,8,9,0,0,1
23.41,759.2596,19.6,904,8,7,8,0,0,1
23.44,759.2671,19.58,909,8,8,8,0,0,1
23.46,759.2671,19.61,918,8,7,8,0,0,1
23.49,759.2671,19.65,938,8,7,8,0,0,0
23.52,759.28204,19.77,954,10,8,10,0,0,0
23.55,759.28204,19.75,955,9,7,9,0,0,0
23.57,759.28204,19.78,957,9,7,9,0,0,0
23.59,759.2596,19.7,957,9,7,9,0,0,0
23.61,759.2521,19.76,957,8,8,8,0,0,0
23.63,759.2521,19.7,960,9,7,9,0,0,0
23.65,759.2596,19.72,959,10,7,10,0,0,0
23.67,759.2521,19.7,961,9,7,9,0,0,0
23.69,759.2521,19.7,965,8,7,8,0,0,0
23.7,759.23706,19.72,963,9,7,9,0,0,0
23.71,759.24457,19.67,962,9,7,9,0,0,0
23.73,759.24457,19.71,963,9,8,9,0,0,0
23.74,759.23706,19.65,965,8,7,8,0,0,0
23.75,759.23706,19.74,966,8,6,8,0,0,0
23.77,759.2521,19.69,966,7,6,7,0,0,0
23.78,759.2596,19.65,965,8,6,8,0,0,0
23.79,759.24457,19.68,964,7,7,7,0,0,0
23.8,759.24457,19.71,964,9,7,9,0,0,0
23.81,759.24457,19.66,966,8,6,8,0,0,0
23.83,759.2521,19.64,968,8,7,8,0,0,0
23.84,759.2596,19.65,968,9,7,9,0,0,0
23.85,759.2596,19.62,965,9,7,9,0,0,0
23.86,759.2521,19.63,969,8,7,8,0,0,0
23.87,759.23706,19.73,969,7,6,7,0,0,0
23.87,759.23706,19.6,967,8,7,8,0,0,0
23.88,759.23706,19.7,973,8,6,8,0,0,0
23.89,759.23706,19.59,970,8,6,8,0,0,0
23.9,759.24457,19.68,969,7,6,7,0,0,0
23.9,759.22205,19.65,971,8,6,8,0,0,0
23.91,759.22205,19.66,974,8,6,8,0,0,0
23.92,759.22955,19.7,976,7,6,7,0,0,0
23.93,759.22955,19.75,976,6,5,6,0,0,0
23.93,759.22205,19.84,976,7,6,7,0,0,0
23.94,759.22955,19.72,977,7,6,7,0,0,0
23.94,759.22955,19.7,979,9,6,9,0,0,0
23.95,759.24457,19.79,982,7,6,7,0,0,0
23.95,759.24457,19.63,978,6,5,6,0,0,0
23.96,759.2521,19.71,980,7,6,7,0,0,0
23.96,759.2596,19.7,981,7,6,7,0,0,0
23.96,759.28204,19.68,980,7,6,7,0,0,0
23.97,759.28204,19.77,985,7,6,7,0,0,0
23.97,759.2671,19.68,984,7,6,7,0,0,0
23.98,759.28204,19.73,985,6,5,6,0,0,0
23.98,759.30457,19.74,988,8,6,8,0,0,0
23.99,759.30457,19.78,989,6,5,6,0,0,0
24,759.30457,19.75,988,7,6,7,0,0,0
24,759.30457,19.8,991,5,5,5,0,0,0
24,759.29706,19.76,994,6,5,6,0,0,0
24,759.29706,19.85,991,7,5,7,0,0,0
24.01,759.30457,19.73,991,7,6,7,0,0,0
24.01,759.3196,19.75,992,7,5,7,0,0,0
24.02,759.34204,19.73,993,6,5,6,0,0,0
24.02,759.35706,19.84,991,7,5,7,0,0,0
24.02,759.3721,19.75,992,7,6,7,0,0,0
24.02,759.3721,19.85,991,8,7,8,0,0,0
24.03,759.4021,19.81,991,6,5,6,0,0,0
24.03,759.4096,19.82,990,7,6,7,0,0,0
24.03,759.3946,19.8,990,7,6,7,0,0,0
24.03,759.3871,19.76,993,7,6,7,0,0,0
24.03,759.3871,19.82,998,7,6,7,0,0,0
24.03,759.4021,19.75,996,6,5,6,0,0,0
24.03,759.41705,19.89,997,7,5,7,0,0,0
24.03,759.43207,19.89,995,6,5,6,0,0,0
24.02,759.42456,19.92,995,6,5,6,0,0,0
24.01,759.43207,19.94,997,7,6,7,0,0,0
24.01,759.4396,19.87,995,7,6,7,0,0,0
24,759.42456,20,999,7,6,7,0,0,0
24,759.4471,19.91,998,7,6,7,0,0,0
24,759.46954,19.93,999,8,6,8,0,0,0
24,759.47705,19.89,1001,7,6,7,0,0,0
24,759.4996,20.01,1000,6,5,6,0,0,0
24,759.4996,19.99,1004,6,5,6,0,0,0
24,759.5146,20.03,1000,7,6,7,0,0,0
23.99,759.5146,19.96,1003,6,5,6,0,0,0
23.99,759.5221,20,1003,7,6,7,0,0,0
23.99,759.5371,19.95,1002,6,5,6,0,0,0
23.99,759.5446,19.93,1004,7,5,7,0,0,0
23.99,759.5446,19.95,1003,7,6,7,0,0,0
23.99,759.5446,20.02,1002,7,6,7,0,0,0
23.99,759.5521,19.99,1003,6,5,6,0,0,0
23.99,759.5521,20.03,1003,7,6,7,0,0,0
23.99,759.5596,20.16,1003,6,6,6,0,0,0
23.99,759.5446,20.02,1002,7,6,7,0,0,0
23.99,759.5446,20.07,1002,6,5,6,0,0,0
23.99,759.5446,20.06,1008,8,6,8,0,0,0
23.99,759.5371,20.09,1006,8,5,8,0,0,0
23.99,759.5296,20.04,1003,7,6,7,0,0,0
24,759.5296,20.04,1002,6,5,6,0,0,0
24,759.5371,19.98,1002,6,5,6,0,0,0
24,759.5446,20.1,1001,6,5,6,0,0,0
24,759.5671,20.05,1000,6,6,6,0,0,0
24,759.5896,20.08,1001,6,6,6,0,0,0
24,759.5971,20.01,1003,8,6,8,0,0,0
24,759.60455,20.01,1002,7,6,7,0,0,0
24,759.61957,20.03,1000,7,5,7,0,0,0
24,759.61957,20.11,998,6,5,6,0,0,0
24,759.61957,20.05,999,6,5,6,0,0,0
24,759.60455,20.07,1000,6,5,6,0,0,0
24,759.61957,20.05,1001,6,6,6,0,0,0
24,759.6421,19.99,998,6,5,6,0,0,0
24,759.6346,20.05,1000,7,6,7,0,0,0
24,759.6496,20.13,1000,7,5,7,0,0,0
24,759.6571,20.12,999,6,5,6,0,0,0
24,759.6721,20.1,1001,7,6,7,0,0,0
24,759.68713,20.09,1000,6,5,6,0,0,0
24,759.6796,20.09,1000,7,6,7,0,0,0
24.01,759.68713,20.06,998,6,6,6,0,0,0
24,759.68713,20.12,999,6,5,6,0,0,0
24,759.69464,20.09,1000,7,6,7,0,0,0
24,759.7096,20.15,996,6,5,6,0,0,0
24,759.7021,20.06,999,6,6,6,0,0,0
24,759.7021,20.01,999,5,4,5,0,0,0
24,759.69464,20.1,998,7,5,7,0,0,0
24,759.6721,20.14,995,6,5,6,0,0,0
24,759.6571,20.14,993,7,5,7,0,0,0
24,759.6421,20.04,991,8,5,8,0,0,0
24,759.6496,20.05,993,7,5,7,0,0,0
24,759.6346,20.1,992,8,6,8,0,0,0
24.01,759.6271,20.07,993,6,5,6,0,0,0
24.01,759.6346,20.04,992,6,5,6,0,0,0
24.01,759.6271,20.15,992,6,5,6,0,0,0
24,759.6421,20.09,990,7,5,7,0,0,0
24.01,759.61957,20.1,991,6,5,6,0,0,0
24,759.6421,20.09,993,5,5,5,0,0,0
24,759.6346,20.12,989,6,5,6,0,0,0
24,759.61206,20.13,988,6,5,6,0,0,0
24,759.61957,20.16,993,6,5,6,0,0,0
24,759.61206,20.11,987,6,5,6,0,0,0
24,759.61957,20.08,985,6,5,6,0,0,0
24.01,759.6271,20.06,989,6,5,6,0,0,0
24.01,759.61957,20.15,984,6,5,6,0,0,0
24.01,759.6271,20.12,985,5,4,5,0,0,0
24.01,759.6421,20.1,984,6,5,6,0,0,0
24,759.6421,20.03,985,6,5,6,0,0,0
24,759.6496,20.08,984,6,5,6,0,0,0
24,759.6571,20.15,984,6,5,6,0,0,0
24.01,759.6721,20.1,982,5,5,5,0,0,0
24.01,759.6721,20.15,983,6,5,6,0,0,0
24.01,759.6721,20.1,981,6,5,6,0,0,0
24.01,759.6796,20.08,980,6,5,6,0,0,0
24.01,759.6571,20.15,980,6,5,6,0,0,0
24.02,759.6496,20.19,980,6,5,6,0,0,0
24.02,759.6721,20.09,980,6,4,6,0,0,0
24.02,759.6796,20.15,977,7,5,7,0,0,0
24.02,759.6796,19.98,979,6,5,6,0,0,0
24.02,759.6796,20.08,976,5,5,5,0,0,0
24.02,759.6796,20.07,977,6,5,6,0,0,0
24.02,759.6646,20.14,976,7,6,7,0,0,0
24.02,759.6796,20.09,976,6,5,6,0,0,0
24.02,759.6571,20.04,977,7,5,7,0,0,0
24.02,759.6571,20.13,975,6,5,6,0,0,0
24.02,759.6421,20.07,974,8,5,8,0,0,0
24.02,759.6346,20.03,970,5,5,5,0,0,0
24.03,759.6421,20.09,975,5,4,5,0,0,0
24.02,759.6346,20.08,974,7,5,7,0,0,0
24.03,759.6571,20.08,973,6,4,6,0,0,0
24.03,759.6721,20.05,968,8,5,8,0,0,0
24.03,759.6721,20.05,970,6,4,6,0,0,0
24.03,759.6796,20.07,968,6,5,6,0,0,0
24.03,759.6721,20.09,967,6,5,6,0,0,0
24.04,759.68713,20.1,967,6,5,6,0,0,0
24.04,759.69464,20.15,966,6,5,6,0,0,0
24.04,759.7096,20.15,966,5,4,5,0,0,0
24.04,759.69464,20.02,966,6,5,6,0,0,0
24.04,759.7096,20.03,964,6,5,6,0,0,0
24.04,759.7171,20.13,963,6,4,6,0,0,0
24.04,759.7246,20.11,963,6,5,6,0,0,0
24.05,759.7321,20.04,961,6,4,6,0,0,0
24.05,759.7246,20.11,961,5,5,5,0,0,0
24.05,759.7321,20.05,960,5,4,5,0,0,0
24.05,759.7246,20.05,956,4,4,4,0,0,0
24.05,759.7171,20.09,957,5,4,5,0,0,0
24.05,759.7246,20.1,957,6,5,6,0,0,0
24.05,759.7096,20.06,956,5,4,5,0,0,0
24.05,759.69464,20.1,948,5,4,5,1,0,0
24.05,759.7021,20.11,923,6,5,6,1,0,0
24.05,759.68713,20.05,915,5,5,5,1,0,0
24.05,759.68713,20.04,913,7,5,7,1,0,0
24.04,759.7021,20.13,905,5,5,5,1,0,0
24.04,759.7171,20.18,903,7,6,7,1,0,0
24.03,759.7321,20.11,898,6,5,6,1,0,0
24.03,759.7396,20.05,894,5,5,5,1,0,0
24.02,759.7546,20.03,893,5,5,5,1,0,0
24.01,759.7471,20.11,889,5,4,5,1,0,0
24,759.7396,20.18,885,6,4,6,1,0,0
23.99,759.7396,20.18,882,8,5,8,1,0,0
23.99,759.7471,20.14,875,5,4,5,1,0,0
23.98,759.7471,20.08,875,5,5,5,1,0,0
23.97,759.7471,20.13,874,5,4,5,1,0,0
23.97,759.7321,20.15,875,5,4,5,1,0,0
23.96,759.7321,20.11,878,6,5,6,1,0,0
23.95,759.7321,20.25,880,5,4,5,1,0,0
23.94,759.7246,20.24,882,5,5,5,1,0,0
23.94,759.7321,20.22,881,5,5,5,1,0,0
23.93,759.7246,20.26,882,6,5,6,1,0,0
23.92,759.7171,20.28,882,6,4,6,1,0,0
23.92,759.7171,20.27,882,5,4,5,1,0,0
23.91,759.7246,20.27,884,6,5,6,1,0,0
23.91,759.7321,20.28,882,5,4,5,1,0,0
23.9,759.7321,20.34,885,7,5,7,1,0,0
23.89,759.7321,20.32,884,5,4,5,1,0,0
23.89,759.7471,20.38,883,6,5,6,1,0,0
23.88,759.7471,20.32,883,6,5,6,1,0,0
23.88,759.7621,20.35,883,5,5,5,1,0,0
23.87,759.7621,20.3,883,5,4,5,1,0,0
23.87,759.7771,20.31,883,5,4,5,1,0,0
23.86,759.7846,20.3,882,6,4,6,1,0,0
23.86,759.7846,20.36,881,5,4,5,1,0,0
23.85,759.7846,20.37,882,5,4,5,1,0,0
23.84,759.79205,20.39,882,5,4,5,1,0,0
23.84,759.80707,20.39,881,5,4,5,1,0,0
23.84,759.82214,20.32,882,6,5,6,1,0,0
23.83,759.82965,20.4,878,4,4,4,1,0,0
23.82,759.82214,20.36,881,6,5,6,1,0,0
23.82,759.81464,20.35,881,5,5,5,1,0,0
23.81,759.83716,20.36,881,5,4,5,1,0,0
23.81,759.8521,20.43,879,5,4,5,1,0,0
23.8,759.8521,20.33,878,6,4,6,1,0,0
23.8,759.8446,20.36,876,5,4,5,1,0,0
23.8,759.8521,20.4,874,5,4,5,1,0,0
23.8,759.8521,20.4,878,6,5,6,1,0,0
23.79,759.8596,20.35,875,7,5,7,1,0,0
23.79,759.8521,20.47,875,6,5,6,1,0,0
23.79,759.83716,20.39,873,5,5,5,1,0,0
23.78,759.82965,20.41,872,5,4,5,1,0,0
23.77,759.82214,20.42,872,5,4,5,1,0,0
23.77,759.82214,20.37,872,4,4,4,1,0,0
23.76,759.82965,20.37,871,6,4,6,1,0,0
23.76,759.82965,20.42,872,5,4,5,1,0,0
23.76,759.82214,20.39,870,6,5,6,1,0,0
23.75,759.82965,20.38,869,5,4,5,1,0,0
23.75,759.82214,20.38,870,5,4,5,1,0,0
23.74,759.82214,20.41,870,6,5,6,1,0,0
23.74,759.83716,20.44,866,5,4,5,1,0,0
23.74,759.83716,20.4,866,6,5,6,1,0,0
23.74,759.82965,20.42,867,6,5,6,1,0,0
23.73,759.81464,20.35,866,5,4,5,1,0,0
23.73,759.81464,20.4,864,6,5,6,1,0,0
23.73,759.82214,20.39,865,5,4,5,1,0,0
23.72,759.81464,20.4,865,5,4,5,1,0,0
23.72,759.80707,20.35,864,5,5,5,1,0,0
23.72,759.79956,20.41,861,4,3,4,1,0,0
23.72,759.79956,20.43,861,5,5,5,1,0,0
23.72,759.7846,20.45,858,6,5,6,1,0,0
23.71,759.7696,20.46,854,7,4,7,1,0,0
23.71,759.7621,20.41,857,5,4,5,1,0,0
23.71,759.7471,20.41,858,5,4,5,1,0,0
23.71,759.7546,20.4,855,6,4,6,1,0,0
23.71,759.7621,20.37,855,5,4,5,1,0,0
23.71,759.7696,20.4,853,5,4,5,1,0,0
23.7,759.7621,20.36,850,6,5,6,1,0,0
23.7,759.7771,20.37,850,6,5,6,1,0,0
23.7,759.79205,20.4,850,5,5,5,1,0,0
23.7,759.79205,20.43,849,4,4,4,1,0,0
23.69,759.7846,20.41,850,5,4,5,1,0,0
23.69,759.7846,20.44,848,5,4,5,1,0,0
23.69,759.79205,20.35,847,5,4,5,1,0,0
23.68,759.7771,20.38,847,5,4,5,1,0,0
23.68,759.7771,20.39,846,6,5,6,1,0,0
23.68,759.7696,20.39,844,5,5,5,1,0,0
23.68,759.7696,20.37,843,6,5,6,1,0,0
23.67,759.7846,20.4,844,5,4,5,1,0,0
23.67,759.7846,20.38,840,4,4,4,1,0,0
23.67,759.7771,20.32,842,5,5,5,1,0,0
23.67,759.7846,20.39,840,5,4,5,1,0,0
23.67,759.79956,20.3,842,6,5,6,1,0,0
23.66,759.79956,20.36,841,5,4,5,1,0,0
23.66,759.80707,20.4,841,4,4,4,1,0,0
23.66,759.80707,20.43,839,5,5,5,1,0,0
23.66,759.79205,20.37,839,5,5,5,1,0,0
23.65,759.7846,20.45,838,5,5,5,1,0,0
23.65,759.7771,20.39,832,5,5,5,1,0,0
23.65,759.7621,20.39,832,6,5,6,1,0,0
23.65,759.7396,20.36,833,6,5,6,1,0,0
23.65,759.7396,20.35,831,7,6,7,1,0,0
23.65,759.7246,20.35,830,5,4,5,1,0,0
23.64,759.7321,20.46,827,7,6,7,1,0,0
23.64,759.7321,20.33,830,6,6,6,1,0,0
23.64,759.7471,20.4,825,5,4,5,1,0,0
23.64,759.7696,20.28,828,7,6,7,1,0,0
23.63,759.7621,20.36,830,6,5,6,1,0,0
23.64,759.7696,20.29,825,6,5,6,1,0,0
23.63,759.7621,20.36,825,7,6,7,1,0,0
23.63,759.7696,20.34,826,6,5,6,1,0,0
23.63,759.7696,20.37,824,7,5,7,1,0,0
23.63,759.7471,20.31,823,6,5,6,1,0,0
23.63,759.7546,20.32,821,5,5,5,1,0,0
23.63,759.7546,20.34,821,5,4,5,1,0,0
23.62,759.7546,20.37,822,5,4,5,1,0,0
23.62,759.7621,20.35,818,5,4,5,1,0,0
23.62,759.7696,20.3,818,6,5,6,1,0,0
23.62,759.7771,20.33,816,5,4,5,1,0,0
23.62,759.79956,20.33,818,5,4,5,1,0,0
23.62,759.79205,20.32,815,5,4,5,1,0,0
23.61,759.80707,20.21,813,5,4,5,1,0,0
23.61,759.81464,20.31,813,6,5,6,1,0,0
23.61,759.79956,20.3,810,5,4,5,1,0,0
23.61,759.81464,20.32,809,5,4,5,1,0,0
23.61,759.80707,20.36,808,6,5,6,1,0,0
23.6,759.80707,20.29,810,6,5,6,1,0,0
23.6,759.79205,20.36,805,5,5,5,1,0,0
23.61,759.79956,20.29,807,5,4,5,1,0,0
23.6,759.79205,20.32,808,7,6,7,1,0,0
23.6,759.79956,20.3,806,6,5,6,1,0,0
23.6,759.80707,20.31,805,7,6,7,1,0,0
23.6,759.81464,20.32,803,6,5,6,1,0,0
23.6,759.81464,20.33,804,6,5,6,1,0,0
23.6,759.81464,20.29,803,5,4,5,1,0,0
23.6,759.82214,20.34,803,5,5,5,1,0,0
23.61,759.82965,20.29,801,4,4,4,1,0,0
23.61,759.82214,20.24,802,5,4,5,1,0,0
23.61,759.81464,20.28,799,5,5,5,1,0,0
23.62,759.81464,20.27,798,6,5,6,1,0,0
23.62,759.83716,20.22,799,6,5,6,1,0,0
23.62,759.87463,20.31,798,5,5,5,1,0,0
23.62,759.8671,20.26,798,5,5,5,1,0,0
23.62,759.87463,20.2,796,5,4,5,1,0,0
23.62,759.8671,20.25,796,5,4,5,1,0,0
23.61,759.8596,20.27,795,4,4,4,1,0,0
23.61,759.8596,20.26,795,5,4,5,1,0,0
23.61,759.87463,20.21,790,6,4,6,1,0,0
23.61,759.8521,20.26,791,5,4,5,1,0,0
23.61,759.8596,20.28,791,7,6,7,1,0,0
23.61,759.8596,20.21,789,6,5,6,1,0,0
23.61,759.8671,20.28,790,6,5,6,1,0,0
23.61,759.8596,20.25,789,5,5,5,1,0,0
23.61,759.8596,20.26,788,6,5,6,1,0,0
23.61,759.8446,20.23,789,6,5,6,1,0,0
23.61,759.8521,20.19,788,6,5,6,1,0,0
23.61,759.8596,20.21,789,6,5,6,1,0,0
23.6,759.88214,20.29,784,4,4,4,1,0,0
23.61,759.8896,20.24,783,7,5,7,1,0,0
23.6,759.9046,20.24,782,6,5,6,1,0,0
23.6,759.9121,20.25,785,5,4,5,1,0,0
23.61,759.9271,20.19,784,4,4,4,1,0,0
23.61,759.9271,20.18,784,6,4,6,1,0,0
23.6,759.9421,20.18,781,5,4,5,1,0,0
23.6,759.9346,20.24,779,5,4,5,1,0,0
23.6,759.9421,20.24,780,5,5,5,1,0,0
23.6,759.9646,20.15,780,5,4,5,1,0,0
23.6,759.9571,20.16,779,6,5,6,1,0,0
23.6,759.9796,20.15,778,5,5,5,1,0,0
23.6,759.9796,20.18,778,5,4,5,1,0,0
23.59,759.9796,20.2,775,5,4,5,1,0,0
23.59,759.9946,20.15,776,5,4,5,1,0,0
23.59,759.9871,20.21,776,5,5,5,1,0,0
23.59,760.00964,20.22,775,5,5,5,1,0,0
23.59,760.01715,20.18,774,6,5,6,1,0,0
23.59,760.0321,20.2,771,6,5,6,1,0,0
23.59,760.06213,20.19,771,5,4,5,1,0,0
23.59,760.06964,20.12,771,5,4,5,1,0,0
23.59,760.0771,20.16,770,6,6,6,1,0,0
23.59,760.06213,20.14,770,6,5,6,1,0,0
23.59,760.06964,20.19,770,5,4,5,1,0,0
23.59,760.0771,20.11,768,6,5,6,1,0,0
23.59,760.0771,20.22,768,6,5,6,1,0,0
23.59,760.0846,20.15,769,6,5,6,1,0,0
23.59,760.0846,20.19,767,6,5,6,1,0,0
23.59,760.0771,20.15,769,6,5,6,1,0,0
23.59,760.0846,20.08,766,6,5,6,1,0,0
23.6,760.0846,20.1,766,6,5,6,1,0,0
23.6,760.1071,20.15,765,6,5,6,1,0,0
23.6,760.1146,20.11,766,6,5,6,1,0,0
23.61,760.12964,20.07,766,7,5,7,1,0,0
23.61,760.13715,20.18,762,6,5,6,1,0,0
23.62,760.13715,20.11,762,6,5,6,1,0,0
23.62,760.13715,20.12,760,5,4,5,1,0,0
23.63,760.13715,20.13,759,5,4,5,1,0,0
23.63,760.13715,20.15,760,7,6,7,1,0,0
23.64,760.15216,20.07,758,5,5,5,1,0,0
23.64,760.15216,20.08,757,7,6,7,1,0,0
23.65,760.1746,20.11,759,5,5,5,1,0,0
23.65,760.1821,20.08,756,6,5,6,1,0,0
23.65,760.18964,20.08,758,5,4,5,1,0,0
23.66,760.21216,20.08,756,5,5,5,1,0,0
23.66,760.21216,20.07,756,6,5,6,1,0,0
23.67,760.21216,20.08,754,5,4,5,1,0,0
23.67,760.20465,20.08,755,6,5,6,1,0,0
23.68,760.2271,20.04,753,6,5,6,1,0,0
23.69,760.2421,20.03,755,5,4,5,1,0,0
23.7,760.2346,20.02,754,5,5,5,1,0,0
23.7,760.2346,20.02,752,5,5,5,1,0,0
23.71,760.2421,20.03,753,5,5,5,1,0,0
23.72,760.26465,20,752,5,4,5,1,0,0
23.73,760.27216,19.99,752,5,4,5,1,0,0
23.73,760.26465,19.99,750,7,5,7,1,0,0
23.75,760.27216,19.91,751,6,5,6,1,0,0
23.75,760.2872,19.94,750,6,4,6,1,0,0
23.76,760.2947,19.94,750,4,4,4,1,0,0
23.77,760.2947,19.98,748,5,4,5,1,0,0
23.77,760.2872,19.94,747,5,4,5,1,0,0
23.78,760.27966,19.99,748,5,4,5,1,0,0
23.79,760.2872,19.95,744,6,5,6,1,0,0
23.8,760.3022,19.89,743,5,4,5,1,0,0
23.81,760.31714,19.84,737,6,5,6,1,0,0
23.82,760.31714,19.93,734,5,5,5,1,0,0
23.83,760.31714,19.86,731,6,5,6,1,0,0
23.84,760.32465,19.85,727,6,5,6,1,0,0
23.85,760.31714,19.8,724,5,5,5,1,0,0
23.86,760.30963,19.83,722,6,5,6,1,0,0
23.87,760.31714,19.77,720,6,5,6,1,0,0
23.88,760.33215,19.76,721,6,5,6,1,0,0
23.89,760.3546,19.77,718,7,5,7,1,0,0
23.91,760.3546,19.77,718,6,5,6,1,0,0
23.92,760.33966,19.78,716,5,5,5,1,0,0
23.94,760.3546,19.68,716,6,5,6,1,0,0
23.95,760.33215,19.67,718,6,5,6,1,0,0
23.97,760.31714,19.71,716,7,5,7,1,0,0
23.99,760.33215,19.68,717,7,5,7,1,0,0
24.01,760.33215,19.75,715,7,5,7,1,0,0
24.03,760.33215,19.75,717,5,5,5,1,0,0
24.05,760.33215,19.72,716,7,6,7,1,0,0
24.06,760.32465,19.78,716,7,6,7,1,0,0
24.08,760.3022,19.8,716,7,6,7,1,0,0
24.1,760.2947,19.79,716,7,6,7,1,0,0
24.12,760.2947,19.69,716,7,6,7,1,0,0
24.13,760.2947,19.69,716,6,5,6,1,0,0
24.15,760.2947,19.65,716,7,6,7,1,0,0
24.17,760.2872,19.7,717,6,6,6,1,0,0
24.19,760.26465,19.66,717,7,6,7,1,0,0
24.21,760.27966,19.71,717,6,6,6,1,0,0
24.22,760.27216,19.65,716,6,6,6,1,0,0
24.24,760.27966,19.66,717,7,5,7,1,0,0
24.26,760.27966,19.63,716,6,5,6,1,0,0
24.28,760.14465,19.63,717,6,6,6,1,0,0
24.3,760.15967,19.66,718,8,6,8,1,0,0
24.31,760.15967,19.56,713,7,6,7,1,0,0
24.33,760.1671,19.45,701,7,7,7,1,0,0
24.35,760.1671,19.39,691,7,6,7,1,0,0
24.36,760.21216,19.27,683,8,7,8,1,0,0
24.37,760.2346,19.24,679,9,7,9,1,0,0
24.38,760.2196,19.12,678,10,8,10,1,0,0
24.39,760.21216,19.16,674,11,8,11,1,0,0
24.41,760.21216,19.04,672,10,8,10,1,0,0
24.42,760.18964,19.11,670,10,8,10,1,0,0
24.43,760.19714,19.01,668,9,8,9,1,0,0
24.44,760.18964,19.04,668,10,8,10,1,0,0
24.45,760.1746,19,668,9,8,9,1,0,0
24.47,760.13715,19.06,668,10,8,10,1,0,0
24.47,760.15216,18.9,667,9,8,9,1,0,0
24.49,760.14465,18.89,664,10,8,10,1,0,0
24.5,760.13715,18.9,664,10,8,10,1,0,0
24.51,760.12964,18.94,667,10,8,10,1,0,0
24.52,760.15216,18.87,667,9,8,9,1,0,0
