Year,Month,Day,Hour,Minute,Temperature,Pressure,Humidity,PM2.5,PM10,CO2,Critical pollutant InstantAQI,InstantAQI,Door,Window,Occupancy
2023,5,8,0,0,26.1,750,19,50,58,569,4,6,1,0,0
2023,5,8,0,5,26.1,750,19,50,58,569.33,4,6,1,0,0
2023,5,8,0,10,26.1,750,19,50,58,571.5,4,6,1,0,0
2023,5,8,0,15,26.1,750,19,50,57,572,4,6,1,0,0
2023,5,8,0,20,26.1,750,19,49,56,574,4,6,1,0,0
2023,5,8,0,25,26.1,750,19,48,56,573.67,4,6,1,0,0
2023,5,8,0,30,26.1,750,19,48,56,575,4,6,1,0,0
2023,5,8,0,35,26.1,750,19,49,56,574.67,4,6,1,0,0
2023,5,8,0,40,26,750,19,50,58,575,4,6,1,0,0
2023,5,8,0,45,26.1,750,19,49,58,575.33,4,6,1,0,0
2023,5,8,0,50,26.1,750,19,50,56,575,4,6,1,0,0
2023,5,8,0,55,26.1,750,19,48,55,575.33,4,6,1,0,0
2023,5,8,1,0,26.1,750,19,48,56,577,4,6,1,0,0
2023,5,8,1,5,26,750,19,47,54,575.67,4,6,1,0,0
2023,5,8,1,10,26,750,19,47,54,575.5,4,6,1,0,0
2023,5,8,1,15,26,750,19,48,56,575.67,4,6,1,0,0
2023,5,8,1,20,26,750,19,47,54,575,4,6,1,0,0
2023,5,8,1,25,26,750,19,47,54,574.33,4,6,1,0,0
2023,5,8,1,30,26.1,750,19,46,54,574.5,4,6,1,0,0
2023,5,8,1,35,26.1,750,19,48,55,574,4,6,1,0,0
2023,5,8,1,40,26,750,19,48,54,573.5,4,6,1,0,0
2023,5,8,1,45,26.1,750,20,48,57,574,4,6,1,0,0
2023,5,8,1,50,26.1,750,19,46,54,572.5,4,6,1,0,0
2023,5,8,1,55,26.1,750,19,48,55,573.33,4,6,1,0,0
2023,5,8,2,5,26.1,750,19,46,55,571.67,4,6,1,0,0
2023,5,8,2,10,26.1,750,19,47,55,572,4,6,1,0,0
2023,5,8,2,15,26.1,750,19,47,54,571.33,4,6,1,0,0
2023,5,8,2,20,26.1,750,19,48,56,572,4,6,1,0,0
2023,5,8,2,25,26.1,750,19,45,52,572.33,4,6,1,0,0
2023,5,8,2,30,26.1,750,19,45,52,570,4,6,1,0,0
2023,5,8,2,35,26.1,750,19,46,53,571,4,6,1,0,0
2023,5,8,2,40,26.1,750,19,46,52,570.5,4,6,1,0,0
2023,5,8,2,45,26.1,750,19,46,52,571.67,4,6,1,0,0
2023,5,8,2,50,26.1,750,19,47,52,570.5,4,6,1,0,0
2023,5,8,2,55,26.1,750,19,46,52,571,4,6,1,0,0
2023,5,8,3,0,26,750,19,46,55,571.5,4,6,1,0,0
2023,5,8,3,5,26,750,20,45,51,569.67,4,6,1,0,0
2023,5,8,3,10,26,750,19,45,53,570,4,6,1,0,0
2023,5,8,3,15,26,750,19,45,52,567.33,4,6,1,0,0
2023,5,8,3,20,26,750,20,44,50,567.5,4,6,1,0,0
2023,5,8,3,25,26,750,19,45,51,567.33,4,6,1,0,0
2023,5,8,3,30,26,750,19,45,51,568,4,6,1,0,0
2023,5,8,3,35,26,750,19,45,52,566.67,4,6,1,0,0
2023,5,8,3,40,26,750,19,45,51,566,4,6,1,0,0
2023,5,8,3,45,26,749,19,45,52,565.67,4,6,1,0,0
2023,5,8,3,50,26,749,19,46,54,565,4,6,1,0,0
2023,5,8,3,55,26,749,20,45,52,565,4,6,1,0,0
2023,5,8,4,0,26,749,19,45,52,565.5,4,5,1,0,0
2023,5,8,4,5,26,749,19,45,52,565.67,4,5,1,0,0
2023,5,8,4,10,26,750,19,44,52,566.5,4,5,1,0,0
2023,5,8,4,15,26,750,19,44,52,566,4,5,1,0,0
2023,5,8,4,20,26.1,750,19,44,53,563,4,5,1,0,0
2023,5,8,4,25,26.1,750,19,45,52,565,4,5,1,0,0
2023,5,8,4,30,26,750,19,44,52,561.5,4,5,1,0,0
2023,5,8,4,35,26.1,750,19,44,51,561.33,4,5,1,0,0
