Temperature,Pressure,Humidity,PM2.5,PM10,CO2,Door,occupancy
26.2,743,23,3,3,438.5,1,0
26.1,743,23,2,3,438,1,0
26.1,743,23,2,2,437,1,0
26,743,23,3,3,432,1,0
26,743,23,2,4,432.5,1,0
26,743,23,2,2,431.33,1,0
26,743,23,2,2,425.5,1,0
26,743,22,4,4,432.67,1,0
26,743,22,1,2,426.67,1,0
25.9,743,22,4,4,426.5,1,0
26,743,22,4,4,424,1,0
26,743,22,3,4,420.5,1,0
25.4,742,22,3,3,421.33,1,0
26,743,22,2,2,420.5,1,0
26,743,22,2,2,419,1,0
25.9,743,22,4,4,420.5,1,0
25.9,743,22,3,3,419.67,1,0
26,743,22,2,2,423.5,1,0
25.9,743,22,3,3,422.67,1,0
25.9,743,22,2,3,417,1,0
26,743,22,3,3,420,1,0
26,743,21,2,2,412.5,1,0
26,743,22,3,4,415.67,1,0
26,743,21,2,2,413.5,1,0
26,743,21,2,2,416,1,0
25.9,743,21,2,2,412,1,0
25.9,743,21,3,3,411.33,1,0
25.9,743,21,4,4,412,1,0
25.9,743,21,3,3,412.33,1,0
25.9,742,21,2,2,412,1,0
25.9,742,21,2,2,411.33,1,0
25.9,742,21,2,2,411,1,0
25.9,742,21,2,2,408.33,1,0
25.9,742,21,2,2,409.5,1,0
25.9,742,21,2,2,406,1,0
25.8,742,21,2,2,408.5,1,0
25.9,742,21,2,2,408,1,0
25.9,742,21,2,2,407,1,0
25.8,742,21,2,2,405,1,0
25.8,742,21,2,2,405,1,0
25.9,742,21,2,2,405.33,1,0
25.8,742,21,2,2,408,1,0
25.8,742,21,2,3,407.67,1,0
25.8,742,21,2,2,405.67,1,0
25.8,742,21,2,2,403,1,0
25.8,742,21,2,2,407,1,0
25.8,742,21,2,2,405,1,0
25.8,742,21,2,3,404.67,1,0
25.8,742,21,2,2,403.5,1,0
25.8,742,21,2,3,403,1,0
25.8,742,21,2,2,401,1,0
25.8,742,21,2,2,404.33,1,0
25.8,742,21,2,2,403.5,1,0
25.8,742,21,2,3,406,1,0
25.8,742,21,2,2,404.5,1,0
25.8,742,21,4,4,398,1,0
25.8,741,21,3,3,403,1,0
25.8,741,21,3,3,403.33,1,0
25.8,741,21,4,4,409.5,1,0
25.9,741,21,3,3,405.33,1,0
25.9,741,21,3,4,404.5,1,0
25.9,741,21,3,3,406.33,1,0
25.9,741,21,4,4,404.5,1,0
25.8,741,21,4,4,409.33,1,0
25.8,741,20,2,2,401,1,0
25.9,741,21,2,2,404.67,1,0
25.9,741,20,2,2,404,1,0
25.8,741,20,3,3,401.33,1,0
25.8,741,20,4,4,404,1,0
25.9,741,20,3,3,407.33,1,0
25.9,741,20,4,4,405,1,0
25.9,741,20,3,3,403.67,1,0
25.8,741,20,3,3,404.5,1,0
25.8,741,20,3,3,404.67,1,0
25.8,741,20,2,2,404.5,1,0
25.8,741,20,3,3,402.33,1,0
25.9,741,20,4,4,398.5,1,0
25.9,741,20,4,4,404.67,1,0
25.7,741,20,2,3,403.33,1,0
25.8,741,20,3,3,402.5,1,0
25.8,741,20,3,4,402.33,1,0
25.7,740,20,4,4,403,1,0
25.6,740,21,5,5,404,1,0
25.6,740,21,4,4,402.5,1,0
25.5,740,21,6,6,405.33,1,0
25.5,740,21,6,6,408.5,1,0
25.5,740,21,4,5,407,1,0
25.4,740,21,4,5,410.5,1,0
25.4,740,21,4,4,409.67,1,0
25.4,740,21,4,6,410,1,0
25.3,740,21,5,5,406,1,0
25.3,740,21,6,6,408.5,1,0
25.3,740,21,4,5,409,1,0
25.3,740,21,8,8,408,1,0
25.3,740,21,5,6,407.33,1,0
25.3,740,21,6,6,407,1,0
25.2,740,21,6,6,408,1,0
25.2,740,21,6,6,409,1,0
25.1,740,21,6,6,408,1,0
25.2,740,22,5,5,407,1,0
25.2,740,21,5,5,410,1,0
25.2,740,22,6,6,410,1,0
25.1,740,22,5,6,409,1,0
25.1,740,22,4,5,408.5,1,0
25.1,740,22,6,6,409.67,1,0
25.1,740,22,6,6,415.5,1,0
25.1,740,22,6,6,411,1,0
25.1,740,22,5,5,410.5,1,0
25.1,740,22,5,5,412.67,1,0
25.1,740,22,5,5,416.5,1,0
25.1,740,22,6,6,421.67,1,0
25.1,740,22,5,6,424.5,1,0
25.1,739,22,6,6,425,1,0
25.1,739,22,5,6,427.33,1,0
25.1,739,22,6,8,431,1,0
25.1,739,22,7,8,439,1,0
25.1,739,22,6,6,441,1,0
25.2,739,22,5,6,440.33,1,0
25.2,739,22,6,7,444,1,0
25.1,739,22,6,7,443,1,0
25.2,739,22,8,8,445,1,0
25.1,739,22,7,8,442.67,1,0
25.2,739,23,7,7,440.5,1,0
25.2,739,22,7,8,443,1,0
25.2,739,23,7,7,445.5,1,0
25.2,739,23,8,9,443.67,1,0
25.3,739,23,7,7,441.5,1,0
25.3,739,23,10,10,440.67,1,0
25.3,739,23,8,8,449,1,0
25.3,739,23,7,7,448,1,0
25.3,739,23,6,6,449.5,1,0
25.3,739,23,6,7,448.67,1,0
25.3,739,23,7,8,454.5,1,0
25.3,739,23,7,8,463,1,0
25.3,739,23,6,8,467,1,0
25.3,739,23,6,7,475.67,1,0
25.4,739,23,6,7,483,1,0
25.4,739,23,6,7,488.33,1,0
25.4,739,23,8,8,493.5,1,0
25.4,739,23,8,9,497.67,1,0
25.3,739,23,8,8,502,1,0
25.4,738,23,8,9,503.67,1,0
25.4,738,23,8,10,506,1,0
25.4,738,23,8,9,514.33,1,0
25.4,738,23,7,8,510.5,1,0
25.4,738,23,6,7,511,1,0
25.4,738,23,8,8,512.5,1,0
25.4,738,24,9,9,554.67,1,7
25.7,738,25,8,9,775,1,7
25.8,738,25,8,10,779.5,1,5
26,738,24,9,9,692,1,5
26.1,738,24,8,8,666,1,5
26.1,738,24,8,9,671.67,1,1
26.1,738,24,10,10,627.5,1,1
26.2,738,23,10,11,597,1,0
26.1,738,23,8,8,564,1,0
26.1,738,23,7,8,563.67,1,0
26.1,738,23,8,8,548.5,1,0
26,738,23,7,7,543.33,1,0
26,738,24,8,8,538.5,1,0
26,738,24,7,7,538.67,1,0
26,738,24,8,8,548,1,0
26,738,25,7,8,551,1,0
25.9,738,25,6,7,544,0,2
25.9,737,25,7,7,555.67,0,2
25.9,737,26,8,8,566.5,0,2
25.7,737,25,6,6,570.33,0,2
25.9,737,25,6,6,577,0,2
25.9,737,25,7,7,580,0,2
26,737,25,5,5,586,0,2
26.1,737,25,7,7,582,0,2
26.1,737,25,6,7,588,0,2
26.1,737,25,6,6,590,1,0
26.2,737,25,6,6,592,1,0
26.3,737,25,8,8,560.33,1,0
26.3,737,25,8,8,548.5,1,0
26.2,737,25,8,9,536.67,1,0
26.2,737,25,8,9,533.5,1,0
26.2,737,25,6,7,531.33,1,0
26.1,737,25,6,7,520.5,1,0
26.1,737,25,7,8,528,1,0
26.1,737,25,12,12,529,1,0
26,737,25,7,8,532.67,1,0
25.8,736,26,6,6,535.67,1,0
26,737,26,6,6,543,1,0
26,737,26,6,7,542.67,1,0
26,737,26,6,6,540.5,1,0
25.9,736,26,7,7,543.33,1,0
25.9,736,26,6,6,532.5,1,0
25.8,736,26,7,7,530.67,1,0
25.8,736,26,6,6,524,1,0
25.8,736,26,7,8,522.33,1,0
25.8,736,26,6,6,525,1,0
25.8,736,26,6,6,528,1,0
25.8,736,26,7,7,541.67,0,3
25.9,736,26,7,8,553.5,0,3
25.9,736,26,5,6,583.67,0,3
25.2,735,26,5,5,599.5,0,3
25.9,736,26,4,4,607,0,3
25.9,736,26,4,5,604,1,0
25.8,736,26,5,5,567.33,1,0
25.8,736,26,4,4,529.5,1,0
25.8,735,26,5,5,527.33,1,0
25.8,735,26,6,6,523,1,0
25.8,735,26,7,7,518,1,0
25.8,736,26,5,5,513.5,1,0
25.7,736,27,5,5,513.33,1,0
25.7,736,27,4,5,510.5,1,0
25.8,736,27,5,5,509.67,1,0
25.7,735,27,5,5,506,1,0
25.7,735,27,5,6,502,1,0
25.7,735,27,5,6,504,1,0
25.7,735,27,5,5,505,1,0
25.7,735,27,6,6,506.5,1,0
25.7,735,28,6,6,516.33,1,0
25.7,735,28,6,6,508.5,1,0
25.7,735,28,4,5,506,1,0
25.7,735,28,4,5,501.5,1,0
25.7,735,28,5,6,486,1,0
25.7,735,28,5,5,477.67,1,0
25.7,735,28,6,7,475,1,0
25.7,735,29,5,5,473.33,1,0
25.7,735,29,7,7,473,1,0
25.7,735,29,5,6,473.33,1,0
25.7,735,29,7,7,492,1,0
25.5,735,29,5,5,475.67,1,0
25.7,735,28,4,4,478,1,0
25.7,735,28,4,5,477,1,0
25.7,735,28,6,6,475.5,1,0
25.7,735,28,5,5,474.67,1,0
25.7,734,28,5,5,473,1,0
25.7,734,28,6,6,470,1,0
25.7,735,28,5,5,468,1,0
25.6,735,28,4,4,466,1,0
25.6,735,28,4,4,464,1,0
25.6,735,28,4,4,459.67,1,0
25.6,735,28,4,4,452,1,0
25.6,735,28,4,4,439.67,1,0
25.6,735,28,4,5,433.5,1,0
25.6,735,28,5,5,427,1,0
25.6,734,29,5,6,423,1,0
25.6,734,29,4,5,421.67,1,0
25.5,734,29,6,6,417,1,0
25.2,734,29,5,5,418.67,1,0
25.6,734,29,4,4,416,1,0
25.5,734,29,5,6,413,1,0
25.6,734,29,4,4,415.5,1,0
25.5,733,29,5,5,415,1,0
25.5,733,29,5,6,414,1,0
25.5,733,29,7,7,410.67,1,0
25.5,733,29,6,6,411.5,1,0
25.5,733,29,4,4,408,1,0
25.5,733,29,4,4,406,1,0
25.4,734,29,4,5,404,1,0
25.4,735,29,6,6,408,1,0
25.4,735,30,6,6,405.5,1,0
25.4,734,30,5,5,404,1,0
25.4,734,31,4,4,405,1,0
25.4,734,31,6,6,405.33,1,0
25.3,734,31,6,6,400.5,1,0
25.3,734,30,4,4,404,1,0
25.4,734,30,4,4,404.5,1,0
25.3,734,31,4,4,406,1,0
25.3,734,31,4,5,408.5,1,0
25.3,734,31,4,4,405.33,1,0
25.3,734,31,3,4,408,1,0
25.3,734,31,4,4,404.33,1,0
25.3,735,31,4,4,403.5,1,0
25.3,735,31,4,5,401.67,1,0
25.3,735,31,5,5,407.5,1,0
25.3,735,31,3,4,407.67,1,0
24.9,734,33,4,4,414.5,1,0
25.2,734,34,5,5,420.33,1,0
25.1,734,36,5,6,425,1,0
25,734,36,5,5,423,1,0
25,734,35,4,5,423.5,1,0
25,734,33,4,5,420.67,1,0
25,734,32,4,5,416,1,0
25,734,31,4,4,419.67,1,0
25,734,31,4,4,423,1,0
25,733,30,5,6,417.33,1,0
25,733,30,4,4,416.5,1,0
25,733,30,4,4,416.33,1,0
25,733,30,4,4,420.5,1,0
25,733,30,2,2,416.67,1,0
25,733,30,2,2,415.5,1,0
25,733,30,2,3,417,1,0
25,733,30,2,2,413,1,0
25.1,733,30,3,4,413,1,0
25.1,733,30,2,2,416,1,0
25.1,733,30,3,3,421,1,0
25.1,733,30,1,1,417.33,1,0
25.1,733,29,2,2,422,1,0
25.2,733,29,2,2,419.67,1,0
25.2,733,29,2,2,423,1,0
25.1,733,29,2,2,426.33,1,0
25.2,733,29,2,2,428,1,0
25.2,733,29,2,2,428,1,0
25.2,733,29,2,2,425,1,0
25.2,733,29,3,3,426.33,1,0
25.3,733,29,4,4,426.5,1,0
25.3,733,29,2,2,427,1,0
25.2,733,28,2,2,431,1,0
25.2,733,28,2,2,430,1,0
25.2,733,28,2,2,428,1,0
25.2,733,28,2,2,427.33,1,0
25.2,733,28,2,2,427,1,0
25.2,732,28,3,3,430.33,1,0
25.2,732,28,2,2,433.5,1,0
25.2,732,28,1,1,430.67,1,0
25.2,732,28,2,2,428.5,1,0
25.2,732,27,2,2,433,1,0
25,732,27,2,2,427,1,0
25.2,732,27,1,1,425.67,1,0
25.2,732,27,0,0,427.5,1,0
25.2,732,27,1,1,425.67,1,0
25.2,732,27,2,2,424.5,1,0
25.2,732,27,2,3,429.33,1,0
25.2,732,27,2,2,429,1,0
25.2,732,27,1,1,426.67,1,0
25.2,732,27,2,2,424,1,0
25.2,732,26,3,3,426.67,1,0
25.2,732,26,2,2,425.5,1,0
24.9,732,26,1,1,425.5,1,0
25.3,732,26,1,1,428.67,1,0
25.3,732,26,1,1,426.5,1,0
25.2,732,26,1,1,422.33,1,0
25.2,733,26,2,2,420,1,0
25.3,733,26,1,1,426.67,1,0
25.3,733,26,2,2,426.5,1,0
25.2,733,26,1,1,425.33,1,0
25.2,733,26,2,2,425,1,0
25.2,733,26,2,2,426.33,1,0
25.2,733,26,2,2,428,1,0
25.3,733,26,1,1,428.33,1,0
25.2,733,26,1,1,425,1,0
25.3,733,26,1,1,424,1,0
25.2,733,26,2,2,423.5,1,0
25.2,733,25,2,2,427.67,1,0
25.2,733,25,2,2,428.5,1,0
25.2,733,25,1,1,427.33,1,0
25.2,732,25,2,2,425.5,1,0
25.3,732,25,2,2,423.33,1,0
25.3,732,25,0,0,428.5,1,0
25.3,732,25,1,1,423,1,0
25.2,732,25,0,1,428.5,1,0
25.2,732,25,1,1,428.67,1,0
25.2,732,25,0,0,423.5,1,0
25.2,732,25,1,1,422.67,1,0
25.2,731,25,1,1,422.5,1,0
25.3,731,25,1,1,424.33,1,0
25.3,731,25,2,2,426,1,0
25.3,732,25,2,2,425,1,0
25.3,732,25,1,1,427,1,0
25.2,731,25,2,2,426.33,1,0
25.2,731,25,2,2,425.5,1,0
25.3,731,25,1,1,426.33,1,0
25.3,731,25,4,4,423,1,0
25.2,731,25,0,0,427.5,1,0
25.2,731,25,2,2,425.67,1,0
25.2,731,25,2,2,417,1,0
25.3,731,25,1,1,422.67,1,0
25.3,731,25,1,1,424.5,1,0
25.3,731,25,1,1,426,1,0
25.3,731,25,0,0,425,1,0
25.3,731,25,2,2,429.33,1,0
25.2,731,25,2,2,426,1,0
25.3,731,24,1,1,425.67,1,0
25.2,730,24,1,2,422,1,0
25.2,730,24,1,1,425.33,1,0
25.2,730,25,2,2,426,1,0
25.3,730,25,2,2,424.33,1,0
25.2,730,25,2,2,426.5,1,0
25.3,730,25,1,1,427,1,0
25.3,731,25,1,2,428,1,0
25.3,730,26,1,2,426.33,1,0
25.3,730,26,2,2,428,1,0
25.3,730,26,1,1,428.33,1,0
25.3,730,26,2,2,426.5,1,0
25.3,730,26,3,3,425.67,1,0
25.3,730,26,1,1,426,1,0
25.2,730,26,2,2,428,1,0
25.3,730,26,2,2,431,1,0
25.4,730,26,2,2,431.67,1,0
25.4,730,26,2,2,431.5,1,0
25.4,730,26,2,2,436,1,0
25.4,730,26,2,2,434.5,1,0
25.4,730,26,2,2,437.67,1,0
25.4,730,26,1,1,434,1,0
25.4,731,26,2,3,436,1,0
25.4,731,27,2,2,438,1,0
25.4,731,27,1,1,437.67,1,0
25.4,731,27,2,2,440,1,0
25.4,731,27,2,2,443,1,0
25.3,731,27,1,1,441.67,1,0
25.3,731,28,1,2,441,1,0
25.4,731,28,1,1,442,1,0
25.4,731,28,2,2,436.5,1,0
25.4,731,29,3,3,438.33,1,0
25.4,731,29,2,2,437.5,1,0
25.4,731,29,3,3,439.67,1,0
25.4,731,29,2,2,442,1,0
25.2,730,29,2,2,439,1,0
25.4,731,30,2,2,442,1,0
25.4,731,30,2,2,440,1,0
25.5,731,30,2,2,442.5,1,0
25.4,731,30,2,2,446,1,0
25.4,731,30,2,2,446.5,1,0
25.4,731,30,2,2,448.67,1,0
25.5,731,30,2,2,450.5,1,0
25.4,731,31,3,3,452.33,1,0
25.5,731,31,2,3,454,1,0
25.1,730,31,2,2,458,1,0
25.5,731,31,2,3,464.33,1,0
25.5,731,31,2,2,472.5,1,0
25.5,730,31,2,2,485,1,0
25.5,730,31,2,3,490,1,0
25.5,730,31,4,4,492.33,1,0
25.5,730,32,3,3,497.5,1,0
25.5,730,32,2,3,496.67,1,0
25.5,730,32,4,4,495,1,0
25.5,730,32,3,4,493.33,1,0
25.5,730,32,4,4,499.5,1,0
25.5,730,32,4,4,514.67,1,0
25.5,730,32,4,4,516.5,1,0
25.6,731,32,4,4,512.33,1,0
25.6,731,32,4,4,506.5,1,0
25.6,730,33,4,5,502,1,0
25.6,730,33,3,3,495,1,0
25.6,730,33,4,4,490.5,1,0
25.6,730,33,3,4,494.67,1,0
25.6,730,33,5,5,505.5,1,0
25.5,730,33,4,4,504.33,1,0
25.6,730,33,3,3,507,1,0
25.4,730,33,2,3,502.67,1,0
25.6,730,33,4,4,516.5,1,0
25.6,730,33,3,3,517.33,1,0
25.6,730,33,3,3,523,1,0
25.6,730,33,3,4,519.67,1,0
25.6,730,33,4,4,518,1,0
25.6,730,33,4,5,513,1,0
25.6,730,33,4,5,510,1,0
25.6,730,32,3,3,504.33,1,0
25.6,730,32,5,5,496.5,1,0
25.5,730,32,4,4,492.33,1,0
25.5,730,32,5,5,488.5,1,0
25.6,730,32,3,3,496,1,0
25.6,730,32,4,4,507,1,0
25.5,730,31,4,4,509,1,0
25.5,730,31,4,4,509.5,1,0
25.5,730,31,4,4,505,1,0
25.5,730,30,2,3,500.5,1,0
25.5,730,30,3,3,503,1,0
25.5,729,30,2,2,503.5,1,0
25.5,730,30,2,3,500,1,0
25.5,730,29,2,2,494,1,0
25.5,730,29,2,3,485.67,1,0
25.5,730,28,2,4,474,1,0
25.5,730,28,2,2,473,1,0
25.5,730,28,2,2,477.5,1,0
25.5,730,28,2,2,482,1,0
25.5,730,28,2,2,480.5,1,0
25.5,729,27,2,2,476,1,0
25.5,730,27,3,3,511.33,1,0
25.3,729,27,2,2,491,1,0
25.6,730,27,1,1,486.33,1,0
25.6,730,27,1,2,487.5,1,0
25.6,730,27,3,4,484.33,1,0
25.6,730,27,2,2,480,1,0
25.6,730,27,1,1,477.67,1,0
25.6,730,27,0,0,476.5,1,0
25.6,729,27,1,1,477.33,1,0
25.6,730,27,2,2,480.5,1,0
25.6,730,27,1,2,489.33,1,0
25.6,730,28,3,4,489,1,0
25.6,730,28,2,2,500,1,0
25.6,730,28,2,2,499,1,0
25.6,730,28,2,2,502,1,0
25.6,730,28,2,2,500.5,1,0
25.4,730,28,1,2,499.33,1,0
25.6,730,28,0,0,498.5,1,0
25.6,730,28,1,2,500.67,1,0
25.6,730,28,0,1,495,1,0
25.7,730,28,2,2,495.33,1,0
25.7,730,28,2,2,501.5,1,0
25.7,730,28,2,2,502,1,0
25.7,730,28,3,3,499.5,1,0
25.7,730,28,1,1,497.33,1,0
25.7,730,28,1,1,494,1,0
25.7,730,28,1,1,493.33,1,0
25.7,730,28,0,0,488.5,1,0
25.7,730,28,1,1,495.33,1,0
25.7,730,28,2,2,496.5,1,0
25.7,730,29,1,1,496.33,1,0
25.6,730,29,2,3,499.5,1,0
25.6,730,29,1,2,501.33,1,0
25.6,730,29,2,2,505,1,0
25.5,731,29,2,2,505.33,1,0
25.5,731,30,2,2,503.67,1,0
25.5,731,30,2,2,504,1,0
25.5,731,30,2,2,515.67,1,0
25.5,731,30,2,2,503.5,1,0
25.5,731,30,1,1,499,1,0
25.5,731,30,0,1,499.5,1,0
25.5,731,30,1,1,501.33,1,0
25.5,731,30,2,2,502,1,0
25.2,730,30,2,2,507.33,1,0
25.4,731,30,1,1,508.5,1,0
25.5,731,30,0,1,509.67,1,0
25.4,731,30,1,1,504.5,1,0
25.5,731,30,1,1,510.67,0,1
25.5,731,29,1,2,515,1,1
25.6,731,29,2,2,533,0,2
25.7,731,29,2,2,547.5,1,1
25.7,731,29,2,2,546.67,0,1
25.7,731,29,2,2,525,0,1
25.7,731,29,2,2,527.67,0,1
25.8,731,29,2,2,527.5,1,0
25.8,731,29,2,2,513,1,0
25.7,731,29,1,1,500.5,1,0
25.7,731,29,1,1,488,1,0
25.5,731,29,1,1,477,1,0
25.7,731,29,0,0,471.67,1,0
25.7,731,29,0,0,467,1,0
25.6,731,29,1,1,463,1,0
25.6,731,29,2,2,462.5,1,0
25.6,731,29,2,2,460.33,1,0
25.6,731,29,1,2,455.5,1,0
25.7,731,30,2,2,449.67,1,0
25.6,732,30,0,1,441,1,0
25.5,732,30,3,3,443,1,0
25.5,732,30,4,4,437,1,0
25.6,732,31,1,2,434.67,1,0
25.6,732,31,2,2,428.33,1,0
25.7,732,31,2,3,429.5,1,0
25.6,732,32,4,4,428.67,1,0
25.6,732,32,4,4,423.5,1,0
25.6,732,32,3,3,424.33,1,0
25.6,732,32,4,5,423.5,1,0
25.6,732,32,4,4,429,1,0
25.6,732,32,6,6,424.5,1,0
25.6,732,32,4,4,424,1,0
25.5,732,32,2,3,421,1,0
25.5,732,32,3,3,420.67,1,0
25.5,732,32,3,3,419,1,0
25.5,732,32,3,3,421,1,0
25.5,732,32,6,6,414,1,0
25.4,732,32,3,3,418.33,1,0
25.5,732,32,5,5,414,1,0
25.4,732,32,4,4,416,1,0
25.4,732,32,4,4,416,1,0
25.4,733,32,3,3,415.33,1,0
25.5,733,32,4,4,412.5,1,0
25.2,732,32,3,3,414.33,1,0
25.5,733,32,2,2,412,1,0
25.5,733,32,2,3,415.33,1,0
25.5,733,32,2,2,418,1,0
25.5,733,32,3,3,428,1,0
25.5,733,32,4,4,436,1,0
25.5,733,32,3,3,440.33,1,0
25.5,733,33,2,2,448.5,1,0
25.5,733,34,4,4,455.33,1,0
25.6,733,34,2,2,452,1,0
25.7,733,34,3,3,456,1,0
25.7,733,34,2,2,458,1,0
25.7,733,34,2,2,458.33,1,0
25.7,733,34,2,2,454,1,0
25.7,733,33,2,2,456,1,0
25.7,733,33,3,3,450.33,1,0
25.7,733,33,4,4,442,1,0
25.5,733,33,2,2,444.67,1,0
25.7,733,33,2,2,444,1,0
25.7,733,33,1,1,445.67,1,0
25.7,733,32,1,1,444.5,1,0
25.6,733,33,2,2,444.33,1,0
25.6,733,32,2,2,442,1,0
25.6,733,32,2,2,443,1,0
25.7,733,32,2,2,442.5,1,0
25.7,733,32,1,1,443,1,0
25.7,733,32,3,3,445.5,1,0
25.7,733,32,1,1,443.67,1,0
25.7,733,32,1,1,442,1,0
25.7,733,32,2,2,444.67,1,0
25.7,733,32,2,2,446,1,0
25.7,733,32,1,1,444.33,1,0
25.7,733,32,2,2,444.5,1,0
25.5,733,32,1,1,444.67,1,0
25.7,733,32,0,0,443,1,0
25.6,733,32,1,1,443.33,1,0
25.6,733,32,2,2,447.5,1,0
25.6,733,32,1,1,440.67,1,0
25.6,733,32,1,1,446.5,1,0
25.6,733,32,1,1,442.33,1,0
25.6,733,32,0,0,444,1,0
25.7,733,32,0,1,442.67,1,0
25.7,733,32,0,0,439,1,0
25.6,733,32,1,1,441.67,1,0
25.6,733,32,2,2,443,1,0
25.6,733,32,2,2,444.67,1,0
25.6,733,32,2,2,444.5,1,0
25.6,733,32,1,2,443.67,1,0
25.6,733,32,0,0,442,1,0
25.6,733,32,1,1,443.67,1,0
25.6,733,32,1,1,442.67,1,0
25.6,733,32,0,0,442.5,1,0
25.7,733,32,1,1,444.67,1,0
25.7,733,32,1,1,445.5,1,0
25.7,733,32,1,1,440.33,1,0
25.7,733,32,2,2,441.5,1,0
25.7,733,32,2,2,441.67,1,0
25.7,733,32,1,1,443.5,1,0
25.7,733,32,0,0,442,1,0
25.7,733,32,0,0,445,1,0
25.7,733,32,1,1,446.67,1,0
25.6,733,32,2,2,446.5,1,0
25.6,733,32,2,2,442,1,0
25.6,733,32,2,2,444,1,0
25.6,733,32,2,2,444,1,0
24.8,732,32,1,1,441.5,1,0
25.6,733,32,0,0,443.67,1,0
25.6,733,32,0,0,443,1,0
25.6,733,32,1,1,440.33,1,0
25.7,733,32,0,0,445,1,0
25.7,733,32,1,1,441,1,0
25.7,733,32,0,0,443,1,0
25.7,734,32,2,2,442,1,0
25.7,733,31,1,1,443.5,1,0
25.7,734,31,1,1,444,1,0
25.7,734,31,0,0,442.5,1,0
25.8,733,31,0,0,441.33,1,0
25.8,734,31,0,0,443,1,0
25.8,734,31,0,0,444.33,1,0
25.8,734,31,1,1,446,1,0
25.8,733,31,0,0,445,1,0
25.8,733,31,0,0,441.5,1,0
25.7,733,31,1,1,442,1,0
25.8,733,31,2,2,442.5,1,0
25.8,733,31,2,2,446.67,1,0
25.8,733,31,1,1,441.33,1,0
25.8,733,31,0,0,442.5,1,0
25.8,733,31,0,0,441,1,0
25.7,733,31,0,0,440.5,1,0
25.7,733,31,1,1,440.33,1,0
25.8,733,30,2,2,439.5,1,0
25.7,733,30,1,1,439.33,1,0
25.8,733,30,2,2,434.5,1,0
25.8,733,30,2,2,435,1,0
25.8,733,30,2,2,436,1,0
25.8,733,29,2,2,434,1,0
25.8,733,29,2,2,430.5,1,0
25.8,733,29,1,1,431.33,1,0
25.7,734,29,0,0,431,1,0
25.7,734,29,1,1,431,1,0
25.7,734,29,0,0,430,1,0
25.7,734,29,1,1,429.67,1,0
25.7,734,29,1,1,430.5,1,0
25.7,734,29,2,2,431,1,0
25.7,734,29,2,2,431,1,0
25.7,734,29,2,2,432,1,0
25.7,734,29,2,2,433.33,1,0
25.7,734,29,2,2,439.5,1,0
25.7,734,29,2,2,431.33,1,0
25.7,734,28,1,1,433,1,0
25.7,734,29,2,2,433.67,1,0
25.7,734,29,0,1,430.5,1,0
25.7,734,28,1,1,432,1,0
25.7,734,28,1,1,432.5,1,0
25.7,734,28,1,1,436,1,0
25.7,734,28,2,2,437,1,0
25.7,734,28,1,1,438.67,1,0
25.7,734,29,0,0,442.5,1,0
25.7,734,29,1,1,442.67,1,0
25.7,734,29,2,2,446,1,0
25.7,734,29,3,3,446.5,1,0
25.6,735,29,2,2,448.33,1,0
25.6,735,30,1,1,450,1,0
25.6,735,30,3,3,447.33,1,0
25.6,735,30,1,1,445,1,0
25.6,735,30,2,3,450,1,0
25.6,735,30,2,2,455.5,1,0
25.7,735,30,1,1,455.33,1,0
25.6,735,31,1,1,456,1,0
25.6,735,30,2,2,453.33,1,0
25.6,735,31,1,2,453.5,1,0
25.6,735,31,2,2,453.33,1,0
25.6,735,31,2,2,452.5,1,0
25.6,735,31,2,2,454.67,1,0
25.6,735,31,2,2,455.5,1,0
25.6,735,31,1,1,456.33,1,0
25.6,735,31,2,2,480.5,1,0
25.5,735,31,2,2,499.67,1,0
25.5,735,31,1,1,504.5,1,0
25.5,736,31,2,2,506.67,1,0
25.5,736,32,4,4,504,1,0
25.5,736,32,2,2,506,1,0
25.4,736,32,2,2,506,1,0
25.4,736,32,2,2,502.67,1,0
25.4,736,32,4,4,504.5,1,0
25.4,736,32,4,4,502.33,1,0
24.8,735,32,2,2,502.5,1,0
25.3,736,32,2,2,505.67,1,0
25.3,736,32,2,3,508,1,0
25.4,736,32,4,4,508,1,0
25.3,736,32,4,4,510,1,0
25.3,736,32,5,5,503.33,1,0
25.3,736,32,4,4,503.5,1,0
25.3,736,32,5,5,509.67,1,0
25.3,736,32,6,7,521,1,0
25.4,736,33,4,4,581.5,1,0
25.4,736,33,5,5,608,1,0
25.5,736,33,5,5,634,1,2
25.6,736,33,6,6,615.33,1,3
25.6,737,33,6,6,647,0,3
25.8,737,33,4,4,693,0,3
25.9,737,33,2,3,716.5,0,3
26,737,32,8,8,736.33,0,3
26.1,737,32,6,6,744.5,0,3
26.2,737,32,4,5,761,1,0
26.2,737,31,6,6,687,1,0
26.1,737,31,5,5,637.33,1,0
26,737,31,4,4,627,1,0
25.9,737,31,5,5,617,1,0
25.8,737,31,6,6,619.5,1,0
25.7,737,31,4,5,612.67,1,0
25.7,737,32,5,5,612,1,0
25.7,737,31,6,6,605.67,1,0
25.6,737,31,8,8,605,1,0
25.6,737,31,5,5,590.33,1,0
25.6,737,31,4,4,582.5,1,0
25.6,737,31,4,4,568.67,1,0
25.5,737,31,4,4,563,1,0
25.5,737,31,4,4,548.67,1,0
25.5,737,31,4,4,548.5,1,0
