Time UTC,Temperature (°C),Pressure (mm Hg),Humidity (%),CO2 (ppm),DUST TSP (µg m³),DUST PM2.5 (µg m³),DUST PM10 (µg m³),Time-local,door,window,occupancy,Time (+07:00),Temperature (°C)_lounge,Humidity (%)_lounge,CO2 (ppm)_lounge
2023-05-05 00:01:01,23.99,757.0544,17.0,498,9,7,9,00:00:59,closed,closed,0,2023-05-05 00:02:00,23.1,23,499.0
2023-05-05 00:03:01,23.99,757.03937,17.01,495,8,7,8,00:02:59,closed,closed,0,2023-05-05 00:04:00,23.1,23,499.0
2023-05-05 00:05:01,23.99,757.0244,17.02,495,9,8,9,00:04:59,closed,closed,0,2023-05-05 00:06:00,23.1,23,498.75
2023-05-05 00:07:01,23.99,757.0019,17.07,495,8,7,8,00:06:59,closed,closed,0,2023-05-05 00:08:00,23.1,23,498.75
2023-05-05 00:09:02,23.99,756.9944,17.03,495,9,8,9,00:08:59,closed,closed,0,2023-05-05 00:10:00,23.1,23,498.8
2023-05-05 00:11:02,23.99,756.9794,17.04,495,8,8,8,00:10:59,closed,closed,0,2023-05-05 00:12:00,23.1,23,498.8
2023-05-05 00:13:02,24.0,756.96436,17.03,496,10,8,10,00:12:59,closed,closed,0,2023-05-05 00:14:00,23.1,23,498.8
2023-05-05 00:15:02,24.0,756.94183,17.03,496,8,7,8,00:14:59,closed,closed,0,2023-05-05 00:16:00,23.1,23,499.0
2023-05-05 00:17:02,24.0,756.9343,17.01,496,8,7,8,00:16:59,closed,closed,0,2023-05-05 00:18:00,23.1,23,499.0
2023-05-05 00:19:02,24.01,756.9269,17.04,496,8,7,8,00:18:59,closed,closed,0,2023-05-05 00:20:00,23.1,23,498.5
2023-05-05 00:21:02,24.01,756.90436,17.06,495,8,8,8,00:20:59,closed,closed,0,2023-05-05 00:22:00,23.1,23,498.5
2023-05-05 00:23:02,24.02,756.88934,17.04,496,8,7,8,00:22:59,closed,closed,0,2023-05-05 00:24:00,23.1,23,498.5
2023-05-05 00:25:02,24.02,756.90436,17.02,494,8,7,8,00:24:59,closed,closed,0,2023-05-05 00:26:00,23.1,23,499.8
2023-05-05 00:27:02,24.02,756.9269,17.01,495,9,7,9,00:26:59,closed,closed,0,2023-05-05 00:28:00,23.1,23,499.8
2023-05-05 00:29:02,24.02,756.9343,17.04,494,9,8,9,00:28:59,closed,closed,0,2023-05-05 00:30:00,23.1,23,501.0
2023-05-05 00:31:03,24.01,756.9343,17.04,495,8,6,8,00:30:59,closed,closed,0,2023-05-05 00:32:00,23.1,23,501.0
2023-05-05 00:33:03,24.02,756.9194,17.03,495,8,7,8,00:32:59,closed,closed,0,2023-05-05 00:34:00,23.1,23,501.0
2023-05-05 00:35:03,24.02,756.90436,17.04,495,8,7,8,00:34:59,closed,closed,0,2023-05-05 00:36:00,23.1,24,502.0
2023-05-05 00:37:03,24.02,756.88934,17.04,495,9,8,9,00:36:59,closed,closed,0,2023-05-05 00:38:00,23.1,24,502.0
2023-05-05 00:39:03,24.03,756.8669,17.01,495,8,7,8,00:38:59,closed,closed,0,2023-05-05 00:40:00,23.1,24,500.5
2023-05-05 00:41:03,24.03,756.85187,17.06,493,8,7,8,00:40:59,closed,closed,0,2023-05-05 00:42:00,23.1,24,500.5
2023-05-05 00:43:03,24.03,756.84436,17.04,493,9,7,9,00:42:59,closed,closed,0,2023-05-05 00:44:00,23.1,24,500.5
2023-05-05 00:45:03,24.03,756.84436,17.08,494,9,7,9,00:44:59,closed,closed,0,2023-05-05 00:46:00,23.1,24,500.6
2023-05-05 00:47:03,24.03,756.8594,17.04,493,8,7,8,00:46:59,closed,closed,0,2023-05-05 00:48:00,23.1,24,500.6
2023-05-05 00:49:03,24.04,756.90436,17.07,493,8,7,8,00:48:59,closed,closed,0,2023-05-05 00:50:00,23.1,24,501.0
2023-05-05 00:51:04,24.03,756.9343,17.03,494,8,7,8,00:50:59,closed,closed,0,2023-05-05 00:52:00,23.1,24,501.0
2023-05-05 00:53:04,24.04,756.96436,17.06,494,9,7,9,00:52:59,closed,closed,0,2023-05-05 00:54:00,23.1,24,501.0
2023-05-05 00:55:04,24.04,756.95685,17.06,493,8,7,8,00:54:59,closed,closed,0,2023-05-05 00:56:00,23.1,24,513.2
2023-05-05 00:57:04,24.03,756.94934,17.09,494,8,7,8,00:56:59,closed,closed,0,2023-05-05 00:58:00,23.1,24,513.2
2023-05-05 00:59:04,24.04,756.96436,17.1,494,8,8,8,00:58:59,closed,closed,0,2023-05-05 01:00:00,23.1,24,511.5
2023-05-05 01:01:04,24.04,756.97186,17.17,495,8,7,8,01:00:59,closed,closed,0,2023-05-05 01:02:00,23.1,24,511.5
2023-05-05 01:03:04,24.04,756.9869,17.08,493,7,7,7,01:02:59,closed,closed,0,2023-05-05 01:04:00,23.1,24,511.5
2023-05-05 01:05:04,24.04,756.97186,17.08,493,9,7,9,01:04:59,closed,closed,0,2023-05-05 01:06:00,23.1,24,511.0
2023-05-05 01:07:04,24.05,756.95685,17.11,493,9,7,9,01:06:59,closed,closed,0,2023-05-05 01:08:00,23.1,24,511.0
2023-05-05 01:09:04,24.04,756.96436,17.08,495,8,7,8,01:08:59,closed,closed,0,2023-05-05 01:10:00,23.1,24,510.5
2023-05-05 01:11:05,24.04,756.94183,17.11,494,8,7,8,01:10:59,closed,closed,0,2023-05-05 01:12:00,23.1,24,510.5
2023-05-05 01:13:05,24.04,756.94934,17.09,496,8,7,8,01:12:59,closed,closed,0,2023-05-05 01:14:00,23.1,24,510.5
2023-05-05 01:15:05,24.04,756.95685,17.07,496,9,7,9,01:14:59,closed,closed,0,2023-05-05 01:16:00,23.1,24,509.0
2023-05-05 01:17:05,24.04,756.9794,17.11,493,8,7,8,01:16:59,closed,closed,0,2023-05-05 01:18:00,23.1,24,509.0
2023-05-05 01:19:05,24.04,756.9944,17.1,493,8,7,8,01:18:59,closed,closed,0,2023-05-05 01:20:00,23.1,24,507.25
2023-05-05 01:21:05,24.04,756.9869,17.12,494,9,8,9,01:20:59,closed,closed,0,2023-05-05 01:22:00,23.1,24,507.25
2023-05-05 01:23:05,24.04,756.9869,17.07,491,8,7,8,01:22:59,closed,closed,0,2023-05-05 01:24:00,23.1,24,507.25
