Time UTC,Temperature (°C),Pressure (mm Hg),Humidity (%),CO2 (ppm),DUST TSP (µg m³),DUST PM2.5 (µg m³),DUST PM10 (µg m³),Time-local,door,window,occupancy,Time (+07:00),Temperature (°C)_lounge,Humidity (%)_lounge,CO2 (ppm)_lounge
2023-05-15 00:00:35,23.21,740.973,13.4,418,7,6,7,00:00:59,open,closed,0,2023-05-15 00:02:00,21.6,19,440.6
2023-05-15 00:02:35,23.21,740.98804,13.44,416,6,5,6,00:02:59,open,closed,0,2023-05-15 00:04:00,21.6,19,440.6
2023-05-15 00:04:35,23.21,741.018,13.45,418,7,6,7,00:04:59,open,closed,0,2023-05-15 00:06:00,21.6,19,439.25
2023-05-15 00:06:35,23.21,741.003,13.45,416,6,5,6,00:06:59,open,closed,0,2023-05-15 00:08:00,21.6,19,439.25
2023-05-15 00:08:35,23.21,741.0255,13.41,418,6,5,6,00:08:59,open,closed,0,2023-05-15 00:10:00,21.6,19,438.75
2023-05-15 00:10:35,23.21,741.033,13.41,418,7,6,7,00:10:59,open,closed,0,2023-05-15 00:12:00,21.6,19,438.75
2023-05-15 00:12:35,23.2,741.0255,13.44,417,6,5,6,00:12:59,open,closed,0,2023-05-15 00:14:00,21.6,19,438.75
2023-05-15 00:14:35,23.2,741.033,13.42,419,7,6,7,00:14:59,open,closed,0,2023-05-15 00:16:00,21.6,19,439.8
2023-05-15 00:16:36,23.2,741.048,13.44,418,6,6,6,00:16:59,open,closed,0,2023-05-15 00:18:00,21.6,19,439.8
2023-05-15 00:18:36,23.2,741.0555,13.4,417,6,6,6,00:18:59,open,closed,0,2023-05-15 00:20:00,21.6,19,440.25
2023-05-15 00:20:36,23.2,741.063,13.43,418,6,5,6,00:20:59,open,closed,0,2023-05-15 00:22:00,21.6,19,440.25
2023-05-15 00:22:36,23.19,741.0705,13.44,419,8,6,8,00:22:59,open,closed,0,2023-05-15 00:24:00,21.6,19,440.25
2023-05-15 00:24:36,23.19,741.0855,13.44,418,7,6,7,00:24:59,open,closed,0,2023-05-15 00:26:00,21.6,19,440.75
2023-05-15 00:26:36,23.19,741.1005,13.43,417,6,5,6,00:26:59,open,closed,0,2023-05-15 00:28:00,21.6,19,440.75
2023-05-15 00:28:36,23.19,741.10803,13.43,417,6,5,6,00:28:59,open,closed,0,2023-05-15 00:30:00,21.6,19,441.4
2023-05-15 00:30:36,23.19,741.138,13.44,418,7,6,7,00:30:59,open,closed,0,2023-05-15 00:32:00,21.6,19,441.4
