Time UTC,Temperature (°C),Pressure (mm Hg),Humidity (%),CO2 (ppm),DUST TSP (µg m³),DUST PM2.5 (µg m³),DUST PM10 (µg m³),Time-local,door,window,occupancy,Time (+07:00),Temperature (°C)_lounge,Humidity (%)_lounge,CO2 (ppm)_lounge
2023-05-16 00:01:44,21.97,744.7083,19.31,443,38,32,38,00:00:59,open,open,0,2023-05-16 00:02:00,21.8,24,480.8
2023-05-16 00:03:44,21.96,744.68585,19.32,442,38,31,38,00:02:59,open,open,0,2023-05-16 00:04:00,21.8,24,480.8
2023-05-16 00:05:45,21.96,744.68585,19.35,442,38,31,38,00:04:59,open,open,0,2023-05-16 00:06:00,21.8,24,480.33
2023-05-16 00:07:45,21.95,744.7008,19.33,443,37,31,37,00:06:59,open,open,0,2023-05-16 00:08:00,21.8,24,480.33
2023-05-16 00:09:45,21.95,744.7083,19.35,441,39,31,39,00:08:59,open,open,0,2023-05-16 00:10:00,21.8,24,480.75
2023-05-16 00:11:45,21.94,744.7158,19.37,441,38,30,38,00:10:59,open,open,0,2023-05-16 00:12:00,21.8,24,480.75
2023-05-16 00:13:45,21.93,744.73834,19.42,443,38,31,38,00:12:59,open,open,0,2023-05-16 00:14:00,21.8,24,480.75
2023-05-16 00:15:45,21.93,744.7533,19.46,443,38,31,38,00:14:59,open,open,0,2023-05-16 00:16:00,21.8,24,479.5
2023-05-16 00:17:45,21.93,744.7608,19.48,442,38,32,38,00:16:59,open,open,0,2023-05-16 00:18:00,21.8,24,479.5
2023-05-16 00:19:45,21.93,744.79083,19.48,443,38,32,38,00:18:59,open,open,0,2023-05-16 00:20:00,21.7,24,480.0
2023-05-16 00:21:45,21.93,744.80585,19.49,444,35,29,35,00:20:59,open,open,0,2023-05-16 00:22:00,21.7,24,480.0
2023-05-16 00:23:45,21.93,744.80585,19.52,444,40,31,40,00:22:59,open,open,0,2023-05-16 00:24:00,21.7,24,480.0
2023-05-16 00:25:46,21.93,744.82086,19.48,445,37,31,37,00:24:59,open,open,0,2023-05-16 00:26:00,21.7,24,479.25
2023-05-16 00:27:46,21.93,744.82837,19.51,445,40,32,40,00:26:59,open,open,0,2023-05-16 00:28:00,21.7,24,479.25
2023-05-16 00:29:46,21.92,744.82837,19.53,444,37,32,37,00:28:59,open,open,0,2023-05-16 00:30:00,21.7,24,477.5
2023-05-16 00:31:46,21.92,744.82837,19.55,445,36,31,36,00:30:59,open,open,0,2023-05-16 00:32:00,21.7,24,477.5
2023-05-16 00:33:46,21.91,744.82086,19.58,445,39,32,39,00:32:59,open,open,0,2023-05-16 00:34:00,21.7,24,477.5
2023-05-16 00:35:46,21.91,744.79834,19.58,445,36,30,36,00:34:59,open,open,0,2023-05-16 00:36:00,21.7,24,476.25
