Time UTC,Temperature (°C),Pressure (mm Hg),Humidity (%),CO2 (ppm),DUST TSP (µg m³),DUST PM2.5 (µg m³),DUST PM10 (µg m³),Time-local,door,window,occupancy,Time (+07:00),Temperature (°C)_lounge,Humidity (%)_lounge,CO2 (ppm)_lounge
2023-05-01 00:00:25,22.74,746.726,16.71,468,12,11,12,00:00:59,open,closed,0,2023-05-01 00:02:00,23.1,21,488.2
2023-05-01 00:02:25,22.75,746.726,16.71,468,12,11,12,00:02:59,open,closed,0,2023-05-01 00:04:00,23.1,21,488.2
2023-05-01 00:04:25,22.75,746.726,16.71,467,13,12,13,00:04:59,open,closed,0,2023-05-01 00:06:00,23.1,21,488.25
2023-05-01 00:06:25,22.75,746.7185,16.72,468,14,11,14,00:06:59,open,closed,0,2023-05-01 00:08:00,23.1,21,488.25
2023-05-01 00:08:25,22.75,746.7185,16.71,469,12,11,12,00:08:59,open,closed,0,2023-05-01 00:10:00,23.1,21,487.6
2023-05-01 00:10:25,22.76,746.7185,16.68,468,13,11,13,00:10:59,open,closed,0,2023-05-01 00:12:00,23.1,21,487.6
2023-05-01 00:12:25,22.76,746.696,16.73,470,14,12,14,00:12:59,open,closed,0,2023-05-01 00:14:00,23.1,21,487.6
2023-05-01 00:14:26,22.77,746.6885,16.7,469,12,11,12,00:14:59,open,closed,0,2023-05-01 00:16:00,23.1,21,487.0
2023-05-01 00:16:26,22.77,746.696,16.7,470,14,12,14,00:16:59,open,closed,0,2023-05-01 00:18:00,23.1,21,487.0
2023-05-01 00:18:26,22.78,746.7035,16.67,470,11,11,11,00:18:59,open,closed,0,2023-05-01 00:20:00,23.1,21,488.5
2023-05-01 00:20:26,22.78,746.696,16.71,469,12,12,12,00:20:59,open,closed,0,2023-05-01 00:22:00,23.1,21,488.5
2023-05-01 00:22:26,22.78,746.6885,16.69,470,12,11,12,00:22:59,open,closed,0,2023-05-01 00:24:00,23.1,21,488.5
2023-05-01 00:24:26,22.79,746.67346,16.7,470,11,11,11,00:24:59,open,closed,0,2023-05-01 00:26:00,23.1,21,489.2
2023-05-01 00:26:26,22.79,746.696,16.73,470,11,11,11,00:26:59,open,closed,0,2023-05-01 00:28:00,23.1,21,489.2
2023-05-01 00:28:26,22.79,746.711,16.72,471,14,12,14,00:28:59,open,closed,0,2023-05-01 00:30:00,23.1,21,490.0
2023-05-01 00:30:26,22.79,746.711,16.7,473,11,10,11,00:30:59,open,closed,0,2023-05-01 00:32:00,23.1,21,490.0
2023-05-01 00:32:26,22.8,746.7185,16.74,471,11,11,11,00:32:59,open,closed,0,2023-05-01 00:34:00,23.1,21,490.0
2023-05-01 00:34:27,22.8,746.7185,16.72,470,13,12,13,00:34:59,open,closed,0,2023-05-01 00:36:00,23.1,21,489.0
2023-05-01 00:36:27,22.8,746.726,16.72,472,13,11,13,00:36:59,open,closed,0,2023-05-01 00:38:00,23.1,21,489.0
2023-05-01 00:38:27,22.8,746.7185,16.72,473,13,12,13,00:38:59,open,closed,0,2023-05-01 00:40:00,23.1,21,489.5
2023-05-01 00:40:27,22.81,746.7335,16.75,471,12,11,12,00:40:59,open,closed,0,2023-05-01 00:42:00,23.1,21,489.5
2023-05-01 00:42:27,22.81,746.7335,16.72,473,12,11,12,00:42:59,open,closed,0,2023-05-01 00:44:00,23.1,21,489.5
2023-05-01 00:44:27,22.82,746.7335,16.73,473,13,12,13,00:44:59,open,closed,0,2023-05-01 00:46:00,23.2,21,488.8
2023-05-01 00:46:27,22.81,746.7335,16.75,472,12,11,12,00:46:59,open,closed,0,2023-05-01 00:48:00,23.2,21,488.8
2023-05-01 00:48:27,22.82,746.74854,16.75,474,11,10,11,00:48:59,open,closed,0,2023-05-01 00:50:00,23.2,21,488.5
2023-05-01 00:50:27,22.82,746.74854,16.73,474,12,11,12,00:50:59,open,closed,0,2023-05-01 00:52:00,23.2,21,488.5
2023-05-01 00:52:27,22.82,746.7635,16.71,474,13,12,13,00:52:59,open,closed,0,2023-05-01 00:54:00,23.2,21,488.5
2023-05-01 00:54:27,22.82,746.75604,16.74,473,11,11,11,00:54:59,open,closed,0,2023-05-01 00:56:00,23.2,21,488.6
2023-05-01 00:56:28,22.83,746.74854,16.74,473,12,12,12,00:56:59,open,closed,0,2023-05-01 00:58:00,23.2,21,488.6
2023-05-01 00:58:28,22.83,746.726,16.76,474,12,11,12,00:58:59,open,closed,0,2023-05-01 01:00:00,23.2,21,485.75
2023-05-01 01:00:28,22.83,746.726,16.73,475,12,11,12,01:00:59,open,closed,0,2023-05-01 01:02:00,23.2,21,485.75
2023-05-01 01:02:28,22.83,746.741,16.76,475,12,11,12,01:02:59,open,closed,0,2023-05-01 01:04:00,23.2,21,485.75
2023-05-01 01:04:28,22.83,746.74854,16.73,474,12,10,12,01:04:59,open,closed,0,2023-05-01 01:06:00,23.2,21,483.8
2023-05-01 01:06:28,22.84,746.74854,16.74,475,12,11,12,01:06:59,open,closed,0,2023-05-01 01:08:00,23.2,21,483.8
