Time UTC,Temperature (°C),Pressure (mm Hg),Humidity (%),CO2 (ppm),DUST TSP (µg m³),DUST PM2.5 (µg m³),DUST PM10 (µg m³),Time-local,door,window,occupancy,Time (+07:00),Temperature (°C)_lounge,Humidity (%)_lounge,CO2 (ppm)_lounge
2023-05-10 00:00:48,26.83,751.9465,19.69,468,54,46,54,00:00:59,open,closed,0,2023-05-10 00:02:00,25.6,28,484.5
2023-05-10 00:02:48,26.84,751.9615,19.7,468,52,45,52,00:02:59,open,closed,0,2023-05-10 00:04:00,25.6,28,484.5
2023-05-10 00:04:48,26.83,751.97644,19.72,469,49,44,49,00:04:59,open,closed,0,2023-05-10 00:06:00,25.6,28,486.0
2023-05-10 00:06:49,26.83,751.98395,19.69,470,52,45,52,00:06:59,open,closed,0,2023-05-10 00:08:00,25.6,28,486.0
2023-05-10 00:08:49,26.83,751.98395,19.73,469,47,42,47,00:08:59,open,closed,0,2023-05-10 00:10:00,25.6,28,487.75
2023-05-10 00:10:49,26.83,751.96893,19.73,470,53,45,53,00:10:59,open,closed,0,2023-05-10 00:12:00,25.6,28,487.75
2023-05-10 00:12:49,26.82,751.96893,19.73,472,50,45,50,00:12:59,open,closed,0,2023-05-10 00:14:00,25.6,28,487.75
2023-05-10 00:14:49,26.82,751.96893,19.73,471,49,43,49,00:14:59,open,closed,0,2023-05-10 00:16:00,25.6,28,490.0
2023-05-10 00:16:49,26.81,751.97644,19.76,473,52,46,52,00:16:59,open,closed,0,2023-05-10 00:18:00,25.6,28,490.0
2023-05-10 00:18:49,26.81,751.98395,19.74,473,53,45,53,00:18:59,open,closed,0,2023-05-10 00:20:00,25.6,28,490.8
2023-05-10 00:20:49,26.81,751.97644,19.75,474,51,45,51,00:20:59,open,closed,0,2023-05-10 00:22:00,25.6,28,490.8
2023-05-10 00:22:49,26.81,751.96893,19.78,475,50,45,50,00:22:59,open,closed,0,2023-05-10 00:24:00,25.6,28,490.8
2023-05-10 00:24:49,26.81,751.99896,19.77,475,50,44,50,00:24:59,open,closed,0,2023-05-10 00:26:00,25.6,28,491.4
2023-05-10 00:26:50,26.8,752.03644,19.79,474,51,44,51,00:26:59,open,closed,0,2023-05-10 00:28:00,25.6,28,491.4
2023-05-10 00:28:50,26.8,752.0664,19.74,475,49,45,49,00:28:59,open,closed,0,2023-05-10 00:30:00,25.6,28,492.5
2023-05-10 00:30:50,26.8,752.0664,19.78,476,53,45,53,00:30:59,open,closed,0,2023-05-10 00:32:00,25.6,28,492.5
2023-05-10 00:32:50,26.8,752.0589,19.83,476,51,44,51,00:32:59,open,closed,0,2023-05-10 00:34:00,25.6,28,492.5
2023-05-10 00:34:50,26.8,752.0739,19.79,476,49,44,49,00:34:59,open,closed,0,2023-05-10 00:36:00,25.6,28,492.0
2023-05-10 00:36:50,26.8,752.0965,19.85,477,52,46,52,00:36:59,open,closed,0,2023-05-10 00:38:00,25.6,28,492.0
2023-05-10 00:38:50,26.79,752.11145,19.8,478,50,45,50,00:38:59,open,closed,0,2023-05-10 00:40:00,25.6,28,493.25
2023-05-10 00:40:50,26.79,752.11896,19.84,479,52,45,52,00:40:59,open,closed,0,2023-05-10 00:42:00,25.6,28,493.25
2023-05-10 00:42:50,26.79,752.11896,19.73,479,53,45,53,00:42:59,open,closed,0,2023-05-10 00:44:00,25.6,28,493.25
2023-05-10 00:44:50,26.79,752.11145,19.82,480,53,45,53,00:44:59,open,closed,0,2023-05-10 00:46:00,25.6,28,492.4
2023-05-10 00:46:51,26.8,752.10394,19.79,480,53,45,53,00:46:59,open,closed,0,2023-05-10 00:48:00,25.6,28,492.4
2023-05-10 00:48:51,26.8,752.12646,19.79,481,51,46,51,00:48:59,open,closed,0,2023-05-10 00:50:00,25.6,28,490.25
2023-05-10 00:50:51,26.8,752.12646,19.82,484,51,47,51,00:50:59,open,closed,0,2023-05-10 00:52:00,25.6,28,490.25
2023-05-10 00:52:51,26.8,752.11145,19.82,484,50,44,50,00:52:59,open,closed,0,2023-05-10 00:54:00,25.6,28,490.25
2023-05-10 00:54:51,26.8,752.11896,19.83,484,51,45,51,00:54:59,open,closed,0,2023-05-10 00:56:00,25.6,28,488.6
2023-05-10 00:56:51,26.8,752.149,19.82,488,47,43,47,00:56:59,open,closed,0,2023-05-10 00:58:00,25.6,28,488.6
2023-05-10 00:58:51,26.79,752.16394,19.87,488,52,46,52,00:58:59,open,closed,0,2023-05-10 01:00:00,25.6,28,488.0
2023-05-10 01:00:51,26.79,752.16394,19.82,489,54,45,54,01:00:59,open,closed,0,2023-05-10 01:02:00,25.6,28,488.0
2023-05-10 01:02:51,26.79,752.149,19.87,491,51,45,51,01:02:59,open,closed,0,2023-05-10 01:04:00,25.6,28,488.0
2023-05-10 01:04:51,26.79,752.1415,19.87,492,49,44,49,01:04:59,open,closed,0,2023-05-10 01:06:00,25.5,28,485.8
2023-05-10 01:06:51,26.79,752.149,19.86,494,48,43,48,01:06:59,open,closed,0,2023-05-10 01:08:00,25.5,28,485.8
2023-05-10 01:08:52,26.79,752.16394,19.88,496,50,44,50,01:08:59,open,closed,0,2023-05-10 01:10:00,25.5,28,483.25
2023-05-10 01:10:52,26.78,752.16394,19.94,498,51,44,51,01:10:59,open,closed,0,2023-05-10 01:12:00,25.5,28,483.25
2023-05-10 01:12:52,26.78,752.17145,19.89,497,50,44,50,01:12:59,open,closed,0,2023-05-10 01:14:00,25.5,28,483.25
2023-05-10 01:14:52,26.77,752.17896,19.84,499,51,44,51,01:14:59,open,closed,0,2023-05-10 01:16:00,25.5,28,481.2
2023-05-10 01:16:52,26.78,752.2014,19.9,499,50,43,50,01:16:59,open,closed,0,2023-05-10 01:18:00,25.5,28,481.2
2023-05-10 01:18:52,26.79,752.21643,19.89,498,51,45,51,01:18:59,open,closed,0,2023-05-10 01:20:00,25.5,28,480.0
2023-05-10 01:20:52,26.78,752.25397,19.94,499,50,44,50,01:20:59,open,closed,0,2023-05-10 01:22:00,25.5,28,480.0
2023-05-10 01:22:52,26.79,752.284,19.88,499,49,43,49,01:22:59,open,closed,0,2023-05-10 01:24:00,25.5,28,480.0
2023-05-10 01:24:52,26.78,752.2765,19.91,499,50,45,50,01:24:59,open,closed,0,2023-05-10 01:26:00,25.5,28,479.4
2023-05-10 01:26:52,26.78,752.2615,19.9,499,51,44,51,01:26:59,open,closed,0,2023-05-10 01:28:00,25.5,28,479.4
2023-05-10 01:28:53,26.78,752.2615,19.93,500,53,44,53,01:28:59,open,closed,0,2023-05-10 01:30:00,25.5,28,478.75
2023-05-10 01:30:53,26.78,752.30646,19.9,500,48,43,48,01:30:59,open,closed,0,2023-05-10 01:32:00,25.5,28,478.75
2023-05-10 01:32:53,26.78,752.34393,19.91,503,49,43,49,01:32:59,open,closed,0,2023-05-10 01:34:00,25.5,28,478.75
2023-05-10 01:34:53,26.77,752.35144,19.96,502,52,44,52,01:34:59,open,closed,0,2023-05-10 01:36:00,25.5,28,478.0
2023-05-10 01:36:53,26.78,752.3965,19.91,505,47,42,47,01:36:59,open,closed,0,2023-05-10 01:38:00,25.5,28,478.0
2023-05-10 01:38:53,26.78,752.419,19.92,504,51,42,51,01:38:59,open,closed,0,2023-05-10 01:40:00,25.5,28,477.0
2023-05-10 01:40:53,26.77,752.4115,19.92,502,48,43,48,01:40:59,open,closed,0,2023-05-10 01:42:00,25.5,28,477.0
2023-05-10 01:42:53,26.77,752.4265,19.94,503,50,43,50,01:42:59,open,closed,0,2023-05-10 01:44:00,25.5,28,477.0
2023-05-10 01:44:53,26.76,752.43396,19.93,504,49,42,49,01:44:59,open,closed,0,2023-05-10 01:46:00,25.5,28,475.8
2023-05-10 01:46:53,26.76,752.4265,19.9,503,49,43,49,01:46:59,open,closed,0,2023-05-10 01:48:00,25.5,28,475.8
2023-05-10 01:48:54,26.75,752.43396,19.91,503,48,43,48,01:48:59,open,closed,0,2023-05-10 01:50:00,25.5,28,475.5
2023-05-10 01:50:54,26.76,752.449,19.96,502,50,43,50,01:50:59,open,closed,0,2023-05-10 01:52:00,25.5,28,475.5
2023-05-10 01:52:54,26.75,752.4565,19.96,504,46,42,46,01:52:59,open,closed,0,2023-05-10 01:54:00,25.5,28,475.5
2023-05-10 01:54:54,26.74,752.464,19.92,504,50,42,50,01:54:59,open,closed,0,2023-05-10 01:56:00,25.5,28,474.75
