Time UTC,Temperature (°C),Pressure (mm Hg),Humidity (%),CO2 (ppm),DUST TSP (µg m³),DUST PM2.5 (µg m³),DUST PM10 (µg m³),Time-local,door,window,occupancy,Time (+07:00),Temperature (°C)_lounge,Humidity (%)_lounge,CO2 (ppm)_lounge
2023-05-02 00:01:34,23.34,749.3062,18.06,470,3,2,3,00:00:59,open,closed,0,2023-05-02 00:02:00,23.0,24,464.25
2023-05-02 00:03:35,23.34,749.3212,18.07,470,4,3,4,00:02:59,open,closed,0,2023-05-02 00:04:00,23.0,24,464.25
2023-05-02 00:05:35,23.34,749.3212,18.07,471,3,3,3,00:04:59,open,closed,0,2023-05-02 00:06:00,23.0,24,465.0
2023-05-02 00:07:35,23.33,749.33624,18.07,470,3,3,3,00:06:59,open,closed,0,2023-05-02 00:08:00,23.0,24,465.0
2023-05-02 00:09:35,23.34,749.3587,18.07,469,4,3,4,00:08:59,open,closed,0,2023-05-02 00:10:00,23.0,24,463.75
2023-05-02 00:11:35,23.34,749.3662,18.08,470,3,3,3,00:10:59,open,closed,0,2023-05-02 00:12:00,23.0,24,463.75
2023-05-02 00:13:35,23.33,749.3662,18.07,470,3,3,3,00:12:59,open,closed,0,2023-05-02 00:14:00,23.0,24,463.75
2023-05-02 00:15:35,23.33,749.3662,18.1,470,3,2,3,00:14:59,open,closed,0,2023-05-02 00:16:00,23.1,24,463.6
2023-05-02 00:17:35,23.34,749.3962,18.07,469,3,3,3,00:16:59,open,closed,0,2023-05-02 00:18:00,23.1,24,463.6
2023-05-02 00:19:35,23.34,749.41125,18.05,471,3,3,3,00:18:59,open,closed,0,2023-05-02 00:20:00,23.0,24,462.25
2023-05-02 00:21:35,23.33,749.40375,18.05,469,3,3,3,00:20:59,open,closed,0,2023-05-02 00:22:00,23.0,24,462.25
2023-05-02 00:23:36,23.33,749.4337,18.06,469,4,3,4,00:22:59,open,closed,0,2023-05-02 00:24:00,23.0,24,462.25
2023-05-02 00:25:36,23.33,749.4412,18.06,469,3,3,3,00:24:59,open,closed,0,2023-05-02 00:26:00,23.0,24,462.0
