Time UTC,Temperature (°C),Pressure (mm Hg),Humidity (%),CO2 (ppm),DUST TSP (µg m³),DUST PM2.5 (µg m³),DUST PM10 (µg m³),Time-local,door,window,occupancy,Time (+07:00),Temperature (°C)_lounge,Humidity (%)_lounge,CO2 (ppm)_lounge
2023-05-03 00:00:43,23.24,757.4594,19.79,711,8,7,8,00:00:59,open,closed,0,2023-05-03 00:02:00,23.3,26,736.8
2023-05-03 00:02:43,23.24,757.4594,19.8,711,9,8,9,00:02:59,open,closed,0,2023-05-03 00:04:00,23.3,26,736.8
2023-05-03 00:04:43,23.24,757.4519,19.83,712,8,6,8,00:04:59,open,closed,0,2023-05-03 00:06:00,23.3,26,734.0
2023-05-03 00:06:43,23.24,757.4519,19.81,712,8,7,8,00:06:59,open,closed,0,2023-05-03 00:08:00,23.3,26,734.0
2023-05-03 00:08:43,23.24,757.4294,19.78,712,7,6,7,00:08:59,open,closed,0,2023-05-03 00:10:00,23.3,26,730.2
2023-05-03 00:10:43,23.25,757.4219,19.8,713,7,6,7,00:10:59,open,closed,0,2023-05-03 00:12:00,23.3,26,730.2
2023-05-03 00:12:44,23.25,757.4594,19.83,713,8,7,8,00:12:59,open,closed,0,2023-05-03 00:14:00,23.3,26,730.2
2023-05-03 00:14:44,23.25,757.4444,19.8,712,7,6,7,00:14:59,open,closed,0,2023-05-03 00:16:00,23.3,26,726.5
2023-05-03 00:16:44,23.25,757.4219,19.8,712,8,7,8,00:16:59,open,closed,0,2023-05-03 00:18:00,23.3,26,726.5
2023-05-03 00:18:44,23.25,757.4369,19.8,714,8,7,8,00:18:59,open,closed,0,2023-05-03 00:20:00,23.3,26,721.6
2023-05-03 00:20:44,23.25,757.4219,19.79,716,8,7,8,00:20:59,open,closed,0,2023-05-03 00:22:00,23.3,26,721.6
2023-05-03 00:22:44,23.25,757.4219,19.79,715,7,7,7,00:22:59,open,closed,0,2023-05-03 00:24:00,23.3,26,721.6
2023-05-03 00:24:44,23.25,757.3994,19.76,715,7,6,7,00:24:59,open,closed,0,2023-05-03 00:26:00,23.3,26,719.0
2023-05-03 00:26:44,23.25,757.40686,19.8,713,9,7,9,00:26:59,open,closed,0,2023-05-03 00:28:00,23.3,26,719.0
2023-05-03 00:28:44,23.25,757.3994,19.8,714,7,6,7,00:28:59,open,closed,0,2023-05-03 00:30:00,23.3,26,716.4
2023-05-03 00:30:44,23.25,757.3994,19.81,714,7,6,7,00:30:59,open,closed,0,2023-05-03 00:32:00,23.3,26,716.4
2023-05-03 00:32:45,23.25,757.41437,19.76,714,7,6,7,00:32:59,open,closed,0,2023-05-03 00:34:00,23.3,26,716.4
2023-05-03 00:34:45,23.25,757.4294,19.82,715,7,7,7,00:34:59,open,closed,0,2023-05-03 00:36:00,23.3,26,714.5
2023-05-03 00:36:45,23.25,757.4519,19.79,712,7,6,7,00:36:59,open,closed,0,2023-05-03 00:38:00,23.3,26,714.5
2023-05-03 00:38:45,23.24,757.4744,19.79,714,7,6,7,00:38:59,open,closed,0,2023-05-03 00:40:00,23.3,26,713.4
2023-05-03 00:40:45,23.25,757.48944,19.78,713,8,7,8,00:40:59,open,closed,0,2023-05-03 00:42:00,23.3,26,713.4
2023-05-03 00:42:45,23.25,757.5044,19.79,713,7,6,7,00:42:59,open,closed,0,2023-05-03 00:44:00,23.3,26,713.4
2023-05-03 00:44:45,23.25,757.5119,19.78,714,7,6,7,00:44:59,open,closed,0,2023-05-03 00:46:00,23.3,26,709.25
2023-05-03 00:46:45,23.25,757.5194,19.75,713,8,7,8,00:46:59,open,closed,0,2023-05-03 00:48:00,23.3,26,709.25
2023-05-03 00:48:45,23.24,757.5344,19.77,711,7,6,7,00:48:59,open,closed,0,2023-05-03 00:50:00,23.3,26,707.0
2023-05-03 00:50:45,23.25,757.5494,19.77,710,7,6,7,00:50:59,open,closed,0,2023-05-03 00:52:00,23.3,26,707.0
2023-05-03 00:52:46,23.25,757.5719,19.76,712,7,6,7,00:52:59,open,closed,0,2023-05-03 00:54:00,23.3,26,707.0
2023-05-03 00:54:46,23.25,757.5794,19.77,711,7,7,7,00:54:59,open,closed,0,2023-05-03 00:56:00,23.2,26,707.0
2023-05-03 00:56:46,23.25,757.5869,19.77,711,8,7,8,00:56:59,open,closed,0,2023-05-03 00:58:00,23.2,26,707.0
2023-05-03 00:58:46,23.25,757.5869,19.74,711,8,7,8,00:58:59,open,closed,0,2023-05-03 01:00:00,23.2,26,705.4
2023-05-03 01:00:46,23.25,757.5869,19.79,710,9,8,9,01:00:59,open,closed,0,2023-05-03 01:02:00,23.2,26,705.4
2023-05-03 01:02:46,23.25,757.5869,19.76,709,7,6,7,01:02:59,open,closed,0,2023-05-03 01:04:00,23.2,26,705.4
2023-05-03 01:04:46,23.25,757.6019,19.76,707,8,7,8,01:04:59,open,closed,0,2023-05-03 01:06:00,23.2,26,703.5
2023-05-03 01:06:46,23.25,757.6019,19.75,701,7,6,7,01:06:59,open,closed,0,2023-05-03 01:08:00,23.2,26,703.5
2023-05-03 01:08:46,23.25,757.62445,19.78,707,7,7,7,01:08:59,open,closed,0,2023-05-03 01:10:00,23.2,26,700.4
2023-05-03 01:10:46,23.25,757.6019,19.75,706,7,6,7,01:10:59,open,closed,0,2023-05-03 01:12:00,23.2,26,700.4
